orf19_id	a22_systematic_name	gene_name	other_alleles
orf19.2761	C4_02420C_A		C4_02420C_B
orf19.2762	C4_02410C_A	AHP1	C4_02410C_B
orf19.2763	C4_02400C_A		C4_02400C_B
orf19.2768	C4_02360W_A	AMS1	C4_02360W_B
orf19.2769	C4_02340W_A		C4_02340W_B
orf19.277	C3_02860W_A	THI6	C3_02860W_B
orf19.2770.1	C4_02320C_A	SOD1	C4_02320C_B
orf19.2771	C4_02310W_A	BEM3	C4_02310W_B
orf19.2772	C4_02300W_A	HOS3	C4_02300W_B
orf19.2774	C4_02290W_A	LAB5	C4_02290W_B
orf19.2775	C4_02280W_A	IDI1	C4_02280W_B
orf19.2778	C1_07660W_A		C1_07660W_B
orf19.2782	C1_07630W_A		C1_07630W_B
orf19.2785	C1_07600W_A	ATP7	C1_07600W_B
orf19.2786	C1_07590C_A		C1_07590C_B
orf19.2790	C1_07550W_A	SWD2	C1_07550W_B
orf19.2791	C1_07540C_A	BBC1	C1_07540C_B
orf19.2792	C1_07520C_A	IST2	C1_07520C_B
orf19.2794	C1_07510W_A		C1_07510W_B
orf19.2795	C1_07500C_A	LHP1	C1_07500C_B
orf19.2796	C1_07490C_A		C1_07490C_B
orf19.2798	C1_07470C_A		C1_07470C_B
orf19.2799	C1_07460C_A	GPI8	C1_07460C_B
orf19.28	C2_06520C_A		C2_06520C_B
orf19.2803	C3_04060C_A	HEM13	C3_04060C_B
orf19.2808	C3_04020C_A	ZCF16	C3_04020C_B
orf19.2809	C3_04000C_A	CTN3	C3_04000C_B
orf19.2818	CR_02590C_A		CR_02590C_B
orf19.2820	CR_02610C_A		CR_02610C_B
orf19.2822	CR_02630C_A		CR_02630C_B
orf19.2823	CR_02640W_A	RFG1	CR_02640W_B
orf19.2825	CR_02650C_A	DRE2	CR_02650C_B
orf19.2827	CR_02680W_A		CR_02680W_B
orf19.2828	CR_02690W_A		CR_02690W_B
orf19.2829	CR_02700W_A		CR_02700W_B
orf19.2830	CR_02710W_A	RRP9	CR_02710W_B
orf19.2831	CR_02720C_A	RPC31	CR_02720C_B
orf19.2832	CR_02740W_A	INN1	CR_02740W_B
orf19.2835	CR_02770C_A		CR_02770C_B
orf19.2837	CR_02790C_A	ALG5	CR_02790C_B
orf19.2841	CR_02820W_A	PGM2	CR_02820W_B
orf19.2842	CR_02850C_A	GZF3	CR_02850C_B
orf19.2843	CR_02860W_A	RHO1	CR_02860W_B
orf19.2844	CR_02870W_A	APL4	CR_02870W_B
orf19.2847	CR_02890C_A		CR_02890C_B
orf19.2848	CR_02910W_A	ATG13	CR_02910W_B
orf19.2849	CR_02920C_A	AQY1	CR_02920C_B
orf19.285	C3_02920W_A		C3_02920W_B
orf19.2850	CR_02930W_A		CR_02930W_B
orf19.2852	CR_02950C_A	MRP21	CR_02950C_B
orf19.2857	CR_02970C_A		CR_02970C_B
orf19.2859	CR_02980C_A	SRP40	CR_02980C_B
orf19.2862	CR_02990C_A	RIB1	CR_02990C_B
orf19.2863.1	CR_03010C_A	ERV1	CR_03010C_B
orf19.2864.1	CR_03030C_A	RPL28	CR_03030C_B
orf19.2867	C4_06650W_A		C4_06650W_B
orf19.2873	C4_06600W_A	TOP2	C4_06600W_B
orf19.2876	C4_06580W_A	CBF1	C4_06580W_B
orf19.2877	C4_06570C_A	PDC11	C4_06570C_B
orf19.288	C3_02950C_A	MET13	C3_02950C_B
orf19.2884	C4_06500W_A	CDC68	C4_06500W_B
orf19.2885	C4_06490C_A	PRI2	C4_06490C_B
orf19.2886	C4_06480C_A	CEK1	C4_06480C_B
orf19.2887	C4_06470W_A		C4_06470W_B
orf19.2888	C4_06460C_A	TCA17	C4_06460C_B
orf19.2889	C4_06450W_A		C4_06450W_B
orf19.2891	C4_06430C_A		C4_06430C_B
orf19.2893	C4_06410W_A	SYF1	C4_06410W_B
orf19.2895	C4_06400C_A	VMA8	C4_06400C_B
orf19.2898	C4_06370C_A		C4_06370C_B
orf19.29	C2_06530W_A		C2_06530W_B
orf19.290	C3_02960C_A	KRE5	C3_02960C_B
orf19.2901	C4_06350C_A	NUP60	C4_06350C_B
orf19.2907.1	C4_06290W_A		C4_06290W_B
orf19.2909	C4_06270C_A	ERG26	C4_06270C_B
orf19.291	C3_02970C_A	WSS1	C3_02970C_B
orf19.2911	C4_06250C_A	SEC3	C4_06250C_B
orf19.2915	C4_06230C_A		C4_06230C_B
orf19.2917	C4_06210C_A		C4_06210C_B
orf19.2919	C4_06190C_A	MPH1	C4_06190C_B
orf19.2920	C4_06170C_A		C4_06170C_B
orf19.2921	C4_06160W_A		C4_06160W_B
orf19.2922	C4_06150C_A		C4_06150C_B
orf19.2925	C1_02380C_A		C1_02380C_B
orf19.2926	C1_02390W_A		C1_02390W_B
orf19.2927	C1_02400C_A	MNN11	C1_02400C_B
orf19.2928	C1_02410C_A		C1_02410C_B
orf19.2929	C1_02420C_A	GSC1	C1_02420C_B
orf19.2930	C1_02430C_A		C1_02430C_B
orf19.2933	C1_02440C_A		C1_02440C_B
orf19.2934	C1_02450C_A		C1_02450C_B
orf19.2935	C1_02460W_A	RPL10	C1_02460W_B
orf19.2937	C1_02480W_A	PMM1	C1_02480W_B
orf19.2938	C1_02490C_A		C1_02490C_B
orf19.2939	C1_02500W_A		C1_02500W_B
orf19.2940	C1_02510W_A		C1_02510W_B
orf19.2942	C1_02530C_A	DIP5	C1_02530C_B
orf19.2947	C1_02590C_A	SNZ1	C1_02590C_B
orf19.2948	C1_02600W_A	SNO1	C1_02600W_B
orf19.2949	C1_02610W_A	IML1	C1_02610W_B
orf19.2951	C1_02620C_A	HOM6	C1_02620C_B
orf19.2952	C1_02630C_A	EXG2	C1_02630C_B
orf19.2953	C1_02640C_A	TOM20	C1_02640C_B
orf19.2956	C1_02660C_A	MGM101	C1_02660C_B
orf19.2960	C1_02710W_A	FRS2	C1_02710W_B
orf19.2964	C1_02750C_A	RSC2	C1_02750C_B
orf19.2965	C1_02760W_A		C1_02760W_B
orf19.2965.1	C1_02770W_A		C1_02770W_B
orf19.2966	C1_02780W_A		C1_02780W_B
orf19.2967	C1_02790W_A	TIF34	C1_02790W_B
orf19.2969	C1_02810W_A	RAD16	C1_02810W_B
orf19.297	C3_03010C_A	DTD2	C3_03010C_B
orf19.2970	C1_02820W_A	LYS2	C1_02820W_B
orf19.2972	C1_02840W_A	PDE2	C1_02840W_B
orf19.2973	C1_02850W_A		C1_02850W_B
orf19.2974	C1_02860C_A	YKT6	C1_02860C_B
orf19.2977	C1_02880C_A	MIA40	C1_02880C_B
orf19.2980	C1_02900C_A		C1_02900C_B
orf19.2982	C1_02910C_A	ATG17	C1_02910C_B
orf19.2983	C1_02920W_A	CDC73	C1_02920W_B
orf19.2984	C1_02930C_A	MST1	C1_02930C_B
orf19.2987	C1_02960C_A		C1_02960C_B
orf19.2989	C1_02980W_A	GOR1	C1_02980W_B
orf19.299	C3_03030C_A	ECM14	C3_03030C_B
orf19.2990	C1_02990C_A	XOG1	C1_02990C_B
orf19.2992	C1_03010W_A	RPP1A	C1_03010W_B
orf19.2994	C1_03020C_A	RPL13	C1_03020C_B
orf19.2994.1	C1_03030W_A	RPS16A	C1_03030W_B
orf19.2995	C1_03040W_A		C1_03040W_B
orf19.2996	C1_03050W_A		C1_03050W_B
orf19.2998	C1_03060C_A	TSR2	C1_03060C_B
orf19.30	C2_06540C_A	SPF1	C2_06540C_B
orf19.300	C3_03040W_A	AIP2	C3_03040W_B
orf19.3000	C1_03070C_A	ORC1	C1_03070C_B
orf19.3001	C1_03080C_A	TEM1	C1_03080C_B
orf19.3002	C1_03090W_A	RPS1	C1_03090W_B
orf19.3003	C1_03100W_A	TCB3	C1_03100W_B
orf19.3003.1	C1_03110W_A	RPL6	C1_03110W_B
orf19.3004	C1_03120W_A		C1_03120W_B
orf19.3006	C1_03130C_A	GGA2	C1_03130C_B
orf19.3007	C1_03140W_A		C1_03140W_B
orf19.3008	C1_03160C_A	COQ4	C1_03160C_B
orf19.3009	C1_03170C_A		C1_03170C_B
orf19.3010	C1_03180W_A		C1_03180W_B
orf19.3010.1	C1_03190C_A	ECM33	C1_03190C_B
orf19.3012	C1_03200C_A	ARO80	C1_03200C_B
orf19.3013	C1_03210C_A	CDC12	C1_03210C_B
orf19.3014	C1_03220C_A	BMH1	C1_03220C_B
orf19.3015	C1_03230C_A	ARX1	C1_03230C_B
orf19.3018	C1_03250C_A	SPP1	C1_03250C_B
orf19.3019	C1_03260W_A		C1_03260W_B
orf19.302	C3_03060W_A	BET5	C3_03060W_B
orf19.3021	C1_03270W_A		C1_03270W_B
orf19.3022	C1_03280W_A		C1_03280W_B
orf19.3023	C1_03290W_A	NGG1	C1_03290W_B
orf19.3026	C1_03300C_A	MAS1	C1_03300C_B
orf19.3027	C1_03310W_A	ARP7	C1_03310W_B
orf19.3029	C1_03320C_A	EHD3	C1_03320C_B
orf19.3030	C1_03330C_A		C1_03330C_B
orf19.3031	C1_03340C_A	SEC62	C1_03340C_B
orf19.3034	C1_03350C_A	RLI1	C1_03350C_B
orf19.3035	C1_03360W_A		C1_03360W_B
orf19.3037	C1_03370W_A		C1_03370W_B
orf19.3038	C1_03380W_A	TPS2	C1_03380W_B
orf19.3040	C1_03390W_A	EHT1	C1_03390W_B
orf19.3041	C1_03400W_A		C1_03400W_B
orf19.3043	C1_03430W_A		C1_03430W_B
orf19.3047	C1_03450C_A	SIP3	C1_03450C_B
orf19.3049	C1_03470C_A		C1_03470C_B
orf19.3050	C1_03480C_A	AGE1	C1_03480C_B
orf19.3051	C1_03490W_A		C1_03490W_B
orf19.3052	C1_03500W_A	YPT1	C1_03500W_B
orf19.3054	C1_03520W_A	RPN3	C1_03520W_B
orf19.3055	C1_03530W_A	MED17	C1_03530W_B
orf19.3057	C1_03540C_A		C1_03540C_B
orf19.3058	C1_03550C_A	COQ6	C1_03550C_B
orf19.3059	C1_03560C_A	SUA71	C1_03560C_B
orf19.3060	C1_03600W_A		C1_03600W_B
orf19.3061	C1_03610C_A	IMP1	C1_03610C_B
orf19.3062	C1_03630W_A		C1_03630W_B
orf19.3063	C1_03640C_A	HFL1	C1_03640C_B
orf19.3064	C1_03650C_A	MRPL27	C1_03650C_B
orf19.3066	C1_03680W_A	ENG1	C1_03680W_B
orf19.307	C3_03100C_A	ADA1	C3_03100C_B
orf19.3071	C3_00800W_A	MIH1	C3_00800W_B
orf19.3076	C4_07240W_A		C4_07240W_B
orf19.3077	C4_07230C_A	VID21	C4_07230C_B
orf19.308	C3_03110W_A		C3_03110W_B
orf19.3080	C4_07220C_A		C4_07220C_B
orf19.3083	C4_07200C_A		C4_07200C_B
orf19.3084	C4_07210W_A		C4_07210W_B
orf19.3086	C4_07190W_A	SEC10	C4_07190W_B
orf19.3087	C4_07180W_A	UBI3	C4_07180W_B
orf19.3088	C4_07150W_A		C4_07150W_B
orf19.3089	C4_07140W_A		C4_07140W_B
orf19.309	C3_03120C_A	DAL5	C3_03120C_B
orf19.3093	C4_07120C_A	MSH2	C4_07120C_B
orf19.3097	C4_07110C_A	PDA1	C4_07110C_B
orf19.3098	C4_07100C_A	BRR2	C4_07100C_B
orf19.3099	C4_07090C_A	TRP4	C4_07090C_B
orf19.3103	C4_07060W_A		C4_07060W_B
orf19.3104	C4_07050W_A	YDC1	C4_07050W_B
orf19.3106	C4_07030W_A	MET16	C4_07030W_B
orf19.3108	C4_07010C_A		C4_07010C_B
orf19.3111	C4_06980W_A	PRA1	C4_06980W_B
orf19.3114	C4_06950W_A		C4_06950W_B
orf19.3116	C4_06930C_A	EXM2	C4_06930C_B
orf19.3122	C4_06890W_A	ARR3	C4_06890W_B
orf19.3122.2	C4_06880C_A	SEM1	C4_06880C_B
orf19.3123	C4_06870W_A	RPT5	C4_06870W_B
orf19.3123.2	C4_06860C_A		C4_06860C_B
orf19.3124	C4_06850C_A		C4_06850C_B
orf19.3126	C4_06830C_A	CCT6	C4_06830C_B
orf19.3128	C4_06810C_A		C4_06810C_B
orf19.3129	C4_06800W_A	RVB1	C4_06800W_B
orf19.313	C3_03140C_A	DAL4	C3_03140C_B
orf19.3130	C4_06790W_A		C4_06790W_B
orf19.3132	C4_06770W_A		C4_06770W_B
orf19.3133	C4_06760W_A	GUT2	C4_06760W_B
orf19.3135	C4_06740C_A		C4_06740C_B
orf19.3136	C4_06730C_A		C4_06730C_B
orf19.3138	C4_06720W_A	NOP1	C4_06720W_B
orf19.314	C3_03150W_A		C3_03150W_B
orf19.3140.1	C4_06690C_A		C4_06690C_B
orf19.3141	C4_06680C_A		C4_06680C_B
orf19.3149	C2_06730W_A	LSP1	C2_06730W_B
orf19.3153	C3_01160W_A	MSS4	C3_01160W_B
orf19.3154	C3_01170W_A		C3_01170W_B
orf19.3158	C3_01190C_A		C3_01190C_B
orf19.3159	C3_01200W_A	UTP20	C3_01200W_B
orf19.316	C3_03170W_A	SEC13	C3_03170W_B
orf19.3161	C5_02070C_A		C5_02070C_B
orf19.3166	C5_02050W_A	DOP1	C5_02050W_B
orf19.3167	C5_02040W_A		C5_02040W_B
orf19.3168	C5_02030W_A	RPN8	C5_02030W_B
orf19.3169	C5_02020C_A		C5_02020C_B
orf19.317	C3_03180C_A	PNP1	C3_03180C_B
orf19.3170	C5_02010C_A		C5_02010C_B
orf19.3171	C5_02000C_A	ACH1	C5_02000C_B
orf19.3173	C5_01980C_A		C5_01980C_B
orf19.3174	C5_01970C_A	CDC24	C5_01970C_B
orf19.3175	C5_01960C_A		C5_01960C_B
orf19.3176	C5_01950C_A	RIM21	C5_01950C_B
orf19.3177	C5_01940W_A	RIB2	C5_01940W_B
orf19.3178	C5_01930W_A		C5_01930W_B
orf19.318	C3_03190C_A		C3_03190C_B
orf19.3180	C5_01920C_A	INP54	C5_01920C_B
orf19.3181.1	C5_01900C_A		C5_01900C_B
orf19.3182	C5_01910W_A	GIS2	C5_01910W_B
orf19.3183	C5_01890W_A		C5_01890W_B
orf19.3185	C5_01870W_A		C5_01870W_B
orf19.3188	C5_01840C_A	TAC1	C5_01840C_B
orf19.319	C3_03200C_A		C3_03200C_B
orf19.3192	C5_01820W_A	STI1	C5_01820W_B
orf19.3193	C5_01810W_A	FCR3	C5_01810W_B
orf19.3197	C5_01780W_A	PAP1	
orf19.3198	C5_01770C_A	OBPA	
orf19.3199	C5_01760C_A	PIKA	
orf19.3201	C5_01740C_A	MTLA1	
orf19.3203	C5_01720C_A	RCY1	C5_01720C_B
orf19.3205	C5_01700W_A	MPRL36	C5_01700W_B
orf19.3206	C5_01690C_A	CCT7	C5_01690C_B
orf19.321	C3_03230C_A		C3_03230C_B
orf19.3211	C5_04000W_A	RFC3	C5_04000W_B
orf19.3212	C5_03990W_A	MID1	C5_03990W_B
orf19.3213	C5_03980W_A		C5_03980W_B
orf19.3215	C5_03960W_A		C5_03960W_B
orf19.3218	C5_03940C_A		C5_03940C_B
orf19.3219	C5_03930C_A		C5_03930C_B
orf19.3220	C5_03920C_A		C5_03920C_B
orf19.3221	CR_01330W_A	CPA2	CR_01330W_B
orf19.3222	CR_01320C_A		CR_01320C_B
orf19.3223	CR_01310W_A	ATP3	CR_01310W_B
orf19.3225	CR_01290C_A	CWH43	CR_01290C_B
orf19.3226	CR_01280C_A		CR_01280C_B
orf19.3228	CR_01260W_A		CR_01260W_B
orf19.3230	CR_01240C_A	BOI2	CR_01240C_B
orf19.3231	CR_01230C_A	CDC27	CR_01230C_B
orf19.3233	CR_01210C_A	HSE1	CR_01210C_B
orf19.3234.1	CR_01190C_A	SFT1	CR_01190C_B
orf19.3235	CR_01180W_A		CR_01180W_B
orf19.3237	CR_01170W_A		CR_01170W_B
orf19.3239	CR_01150C_A	CTF18	CR_01150C_B
orf19.3240	CR_01140C_A	ERG27	CR_01140C_B
orf19.3241	CR_01130W_A		CR_01130W_B
orf19.3242	CR_01120C_A	TAF10	CR_01120C_B
orf19.3243	CR_01110W_A	SRP54	CR_01110W_B
orf19.3244	CR_01100C_A		CR_01100C_B
orf19.3247	CR_01080W_A		CR_01080W_B
orf19.3249	CR_01060W_A	LAG1	CR_01060W_B
orf19.325	C3_03260W_A		C3_03260W_B
orf19.3250	CR_01050C_A	PRP40	CR_01050C_B
orf19.3251	CR_01040C_A	ARC19	CR_01040C_B
orf19.3252	CR_01030W_A	DAL81	CR_01030W_B
orf19.3256	CR_01000C_A	SLN1	CR_01000C_B
orf19.3259	CR_00990W_A		CR_00990W_B
orf19.3260	CR_00980C_A	CAB3	CR_00980C_B
orf19.3264	CR_00920W_A	CCE1	CR_00920W_B
orf19.3265	CR_00900W_A	TRM1	CR_00900W_B
orf19.3267	CR_00870C_A		CR_00870C_B
orf19.3268	CR_00860C_A	TMA19	CR_00860C_B
orf19.327	C3_03280C_A	HTA3	C3_03280C_B
orf19.3272	CR_00830W_A		CR_00830W_B
orf19.3273	CR_00820C_A		CR_00820C_B
orf19.3276	CR_00800C_A	PWP2	CR_00800C_B
orf19.3278	CR_00780C_A	GSY1	CR_00780C_B
orf19.328	C3_03290C_A	NPR2	C3_03290C_B
orf19.3281	CR_00750C_A		CR_00750C_B
orf19.3283	CR_00710C_A		CR_00710C_B
orf19.3286	CR_00690C_A		CR_00690C_B
orf19.3287	CR_00680W_A	BUD22	CR_00680W_B
orf19.3288	C1_00990C_A	NMA111	C1_00990C_B
orf19.3289	C1_01000C_A	ORC6	C1_01000C_B
orf19.329	C3_03300C_A	MSL5	C3_03300C_B
orf19.3291	C1_01030W_A	HMT1	C1_01030W_B
orf19.3292	C1_01040W_A		C1_01040W_B
orf19.3293	C1_01050C_A	TSC13	C1_01050C_B
orf19.3294	C1_01060W_A	MBF1	C1_01060W_B
orf19.3297	C1_01090C_A		C1_01090C_B
orf19.3298	C1_01100W_A	CCH1	C1_01100W_B
orf19.330.1	C3_03320W_A	RUB1	C3_03320W_B
orf19.3300	C1_01110C_A	ZPR1	C1_01110C_B
orf19.3301	C1_01130W_A		C1_01130W_B
orf19.3303	C1_01150C_A		C1_01150C_B
orf19.3304	C1_01160C_A		C1_01160C_B
orf19.3306	C1_01180C_A		C1_01180C_B
orf19.3307	C1_01190C_A		C1_01190C_B
orf19.3308	C1_01200W_A	STB5	C1_01200W_B
orf19.331	C3_03310C_A		C3_03310C_B
orf19.3312	C1_01250W_A		C1_01250W_B
orf19.3314	C1_01260C_A	TRS20	C1_01260C_B
orf19.3318	C1_01290C_A		C1_01290C_B
orf19.332	C3_03330C_A		C3_03330C_B
orf19.3321	C1_01320W_A	MRS7	C1_01320W_B
orf19.3322	C1_01330C_A	DUT1	C1_01330C_B
orf19.3324	C1_01350C_A	TIF	C1_01350C_B
orf19.3325	C1_01360C_A		C1_01360C_B
orf19.3325.3	C1_01370C_A	RPS21B	C1_01370C_B
orf19.3327	C1_01380C_A	TRM2	C1_01380C_B
orf19.3328	C1_01390C_A	HOT1	C1_01390C_B
orf19.3329	C1_01400C_A		C1_01400C_B
orf19.3330	C1_01420C_A	CRL1	C1_01420C_B
orf19.3331	C1_01450W_A	ABC1	C1_01450W_B
orf19.3332	C1_01460W_A		C1_01460W_B
orf19.3333	C1_01470W_A		C1_01470W_B
orf19.3334	C1_01480C_A	RPS21	C1_01480C_B
orf19.3340	C1_01520C_A	SOD2	C1_01520C_B
orf19.3341	C1_01530C_A		C1_01530C_B
orf19.3342	C1_01540W_A		C1_01540W_B
orf19.3344	C1_01550W_A	VPS17	C1_01550W_B
orf19.3345	C1_01560W_A	SIZ1	C1_01560W_B
orf19.3347	C1_01570C_A	RPB7	C1_01570C_B
orf19.3348	C1_01580W_A		C1_01580W_B
orf19.3349	C1_01590C_A		C1_01590C_B
orf19.3350	C1_01600W_A	MRP20	C1_01600W_B
orf19.3354	C1_01640W_A	RPS42	C1_01640W_B
orf19.3355	C1_01650W_A	ISN1	C1_01650W_B
orf19.3356	C1_01670C_A	ESP1	C1_01670C_B
orf19.3357	C1_01680C_A		C1_01680C_B
orf19.3358	C1_01690C_A	LSC1	C1_01690C_B
orf19.3359	C1_01700W_A	ARP8	C1_01700W_B
orf19.336	C3_03390C_A	YAH1	C3_03390C_B
orf19.3363	C4_03360C_A	VTC4	C4_03360C_B
orf19.3366	C4_03390W_A	CSH3	C4_03390W_B
orf19.3367	C4_03410W_A		C4_03410W_B
orf19.3369	C4_03430W_A	MOH1	C4_03430W_B
orf19.337	C3_03400C_A	VTI1	C3_03400C_B
orf19.3370	C4_03440C_A	DOT4	C4_03440C_B
orf19.3371	C4_03450C_A	JAB1	C4_03450C_B
orf19.3373	C4_03460C_A		C4_03460C_B
orf19.338	C3_03410C_A		C3_03410C_B
orf19.339	C3_03420C_A	NDE1	C3_03420C_B
orf19.3391	C6_01910W_A	ADK1	C6_01910W_B
orf19.3392	C6_01900C_A	DOG1	C6_01900C_B
orf19.3393	C6_01890C_A		C6_01890C_B
orf19.3395	C6_01870C_A		C6_01870C_B
orf19.3396	C6_01860C_A	HCH1	C6_01860C_B
orf19.3399	C6_01850W_A		C6_01850W_B
orf19.34	C2_06590C_A	GIT1	C2_06590C_B
orf19.340	C3_03430C_A		C3_03430C_B
orf19.3400	C6_01840C_A	COQ3	C6_01840C_B
orf19.3401	C6_01830W_A	CTA1	C6_01830W_B
orf19.3406	C6_01780C_A		C6_01780C_B
orf19.3407	C6_01770W_A	RAD18	C6_01770W_B
orf19.3409	C6_01760W_A	SEC12	C6_01760W_B
orf19.3411	C6_01750C_A		C6_01750C_B
orf19.3412	C6_01740C_A	ATG15	C6_01740C_B
orf19.3414	C6_01720C_A	SUR7	C6_01720C_B
orf19.3415	C6_01710C_A	PTK2	C6_01710C_B
orf19.3415.1	C6_01700W_A	RPL32	C6_01700W_B
orf19.3417	C6_01690W_A	ACF2	C6_01690W_B
orf19.3419	C6_01670W_A	MAE1	C6_01670W_B
orf19.3421.1	C6_01640W_A	MED19	C6_01640W_B
orf19.3422	C6_01650C_A	FMP27	C6_01650C_B
orf19.3423	C6_01630W_A	TIF3	C6_01630W_B
orf19.3426	C6_01610W_A	ANB1	C6_01610W_B
orf19.3428	C6_01590W_A		C6_01590W_B
orf19.3430	C6_01560W_A		C6_01560W_B
orf19.3431	C6_01550C_A		C6_01550C_B
orf19.3432.1	C6_01530C_A	PMP1	C6_01530C_B
orf19.3434	C6_01500C_A	TRY5	C6_01500C_B
orf19.3438	C6_01460C_A		C6_01460C_B
orf19.3443	C6_01410C_A	OYE2	C6_01410C_B
orf19.3445	C6_01390W_A	HOC1	C6_01390W_B
orf19.3446	C6_01380C_A		C6_01380C_B
orf19.3447	C6_01370W_A		C6_01370W_B
orf19.3449	C6_01350W_A		C6_01350W_B
orf19.3449.2	C6_01340C_A		C6_01340C_B
orf19.345	C3_03470W_A		C3_03470W_B
orf19.3453	C6_02140W_A		C6_02140W_B
orf19.3455	C6_02150C_A		C6_02150C_B
orf19.3457	C6_02170C_A	SWD3	C6_02170C_B
orf19.3458	C6_02180W_A		C6_02180W_B
orf19.3459	C6_02190C_A		C6_02190C_B
orf19.346	C3_03480C_A	ALT1	C3_03480C_B
orf19.3462	C6_02220W_A	SAR1	C6_02220W_B
orf19.3463	C6_02230W_A		C6_02230W_B
orf19.3465	C6_02240C_A	RPL10A	C6_02240C_B
orf19.3467	C6_02260C_A	SEC27	C6_02260C_B
orf19.3468	C6_02270C_A	ALG11	C6_02270C_B
orf19.3469	C6_02280W_A		C6_02280W_B
orf19.3470	C6_02290C_A		C6_02290C_B
orf19.3473	C6_02310W_A	SGF73	C6_02310W_B
orf19.3474	C6_02320C_A	IPL1	C6_02320C_B
orf19.3476	C6_02340W_A	HRR25	C6_02340W_B
orf19.3477	C6_02350C_A		C6_02350C_B
orf19.3478	C6_02360W_A	NIP7	C6_02360W_B
orf19.3480	C6_02370C_A		C6_02370C_B
orf19.3481	C6_02380W_A		C6_02380W_B
orf19.3482	C6_02410W_A		C6_02410W_B
orf19.3483	C6_02420W_A		C6_02420W_B
orf19.349	C3_03510C_A		C3_03510C_B
orf19.3494	C6_02130C_A	CTF5	C6_02130C_B
orf19.3496	C6_02120W_A	CHC1	C6_02120W_B
orf19.350	C3_03520C_A	PRE9	C3_03520C_B
orf19.3501	C6_02090C_A		C6_02090C_B
orf19.3504	C6_02070C_A	RPL23A	C6_02070C_B
orf19.3505	C6_02060W_A	SLM2	C6_02060W_B
orf19.3506	C6_02050W_A	DBR1	C6_02050W_B
orf19.3507	C6_02040W_A	MCR1	C6_02040W_B
orf19.3508	C6_02030C_A		C6_02030C_B
orf19.351	C3_03530W_A		C3_03530W_B
orf19.3515	CR_05440W_A		CR_05440W_B
orf19.3517	CR_05460W_A		CR_05460W_B
orf19.3518	CR_05480W_A		CR_05480W_B
orf19.3521	C2_04880C_A	ARH2	C2_04880C_B
orf19.3523	C2_04930C_A	CRK1	C2_04930C_B
orf19.3526	C2_04940C_A	ITR1	C2_04940C_B
orf19.3527	C2_04950C_A	CYT1	C2_04950C_B
orf19.3528	C2_04960C_A		C2_04960C_B
orf19.3530	C2_04980C_A	CKA2	C2_04980C_B
orf19.3531	C2_04990W_A		C2_04990W_B
orf19.3532	C2_05000C_A	MRPL10	C2_05000C_B
orf19.3533	C2_05020W_A		C2_05020W_B
orf19.3534	C2_05030C_A	RHO3	C2_05030C_B
orf19.3535	C2_05040C_A		C2_05040C_B
orf19.3536	C2_05050C_A		C2_05050C_B
orf19.3537	C2_05060C_A		C2_05060C_B
orf19.3539	C2_05080C_A		C2_05080C_B
orf19.354	C3_03560W_A		C3_03560W_B
orf19.3540	C2_05090W_A	MAK5	C2_05090W_B
orf19.3541	C2_05100C_A	ERF1	C2_05100C_B
orf19.3542	C2_05110W_A	LEM3	C2_05110W_B
orf19.3544	C2_05130W_A		C2_05130W_B
orf19.3545	C2_05140W_A	CDC15	C2_05140W_B
orf19.3546	C2_05150W_A	PEX2	C2_05150W_B
orf19.3547	C2_05160C_A		C2_05160C_B
orf19.3548	C2_05170W_A		C2_05170W_B
orf19.3549	C2_05190W_A	CDC21	C2_05190W_B
orf19.3550	C2_05200C_A	SGO1	C2_05200C_B
orf19.3551	C2_05210W_A	DAD2	C2_05210W_B
orf19.3552	C2_05220C_A		C2_05220C_B
orf19.3553	C2_05230C_A	RPF2	C2_05230C_B
orf19.3554	C2_05250C_A	AAT1	C2_05250C_B
orf19.3555	C2_05260W_A	BUD14	C2_05260W_B
orf19.3556	C2_05270W_A		C2_05270W_B
orf19.3557	C2_05280C_A	GPI19	C2_05280C_B
orf19.3558	C2_05290C_A		C2_05290C_B
orf19.3559	C2_05300C_A		C2_05300C_B
orf19.3561	C2_05320W_A	CDC7	C2_05320W_B
orf19.3564	C2_05340C_A	RPC40	C2_05340C_B
orf19.3568	C2_05370C_A	RXT3	C2_05370C_B
orf19.3569	C2_05380W_A		C2_05380W_B
orf19.357	C3_03590W_A	PHB12	C3_03590W_B
orf19.3572.3	C2_05410W_A		C2_05410W_B
orf19.3573	C2_05440W_A	PEX6	C2_05440W_B
orf19.3574	C2_05450C_A	MDJ2	C2_05450C_B
orf19.3575	C2_05460W_A	CDC19	C2_05460W_B
orf19.3577	C2_05470W_A	COQ5	C2_05470W_B
orf19.3577.1	C2_05480C_A		C2_05480C_B
orf19.3579	C2_05500W_A	ATP4	C2_05500W_B
orf19.3581	C2_05510C_A		C2_05510C_B
orf19.3582	C2_05520W_A		C2_05520W_B
orf19.3583	C2_05530C_A		C2_05530C_B
orf19.3585	C2_08840W_A		C2_08840W_B
orf19.3586	C2_08830W_A		C2_08830W_B
orf19.3589	C2_08820C_A	SPO11	C2_08820C_B
orf19.359	C3_03600C_A	GTT12	C3_03600C_B
orf19.3590	C2_08810C_A	IPP1	C2_08810C_B
orf19.3591	C2_08800C_A	APE3	C2_08800C_B
