reference_pmid	reference_sgdid	curation_tag	entity_type	entity_name	entity_sgdid	note	created_by	date_created
PMID:35286399	SGD:S000314536	Regulation information	gene	DBP5	SGD:S000005572	Importantly, this work establishes a framework for developing a mechanistic description and functional understanding of Dbp5 regulation via Gle1-InsP6, Nup159 and other nucleoporins in the presence of RNA during nuclear export.	RAHI13	2022-03-22
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	RAD6	SGD:S000003026	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:36810679	SGD:S000342341	Classical phenotype information	gene	CSE4	SGD:S000001532		STACIA	2023-02-28
PMID:36810679	SGD:S000342341	Classical phenotype information	gene	SPC25	SGD:S000000820		STACIA	2023-02-28
PMID:36810679	SGD:S000342341	Classical phenotype information	gene	DSN1	SGD:S000001449		STACIA	2023-02-28
PMID:37246715	SGD:S000343897	Alleles	gene	EFT1	SGD:S000005659		STACIA	2023-06-05
PMID:35040455	SGD:S000313235	HTP phenotype				Pools of yeast homozygous diploid deletion mutants (n = 4291) were grown with IC5, IC10 and IC20 concentrations of gadolinium for 10 and 15 generations (six conditions in total) in an in-house built automated dispensing system robot (DATA IN SUPP INFO)	JODILS	2022-01-25
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	RAD18	SGD:S000000662	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	RPN1	SGD:S000001069	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	RTT101	SGD:S000003583	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	RAD51	SGD:S000000897	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	RAD5	SGD:S000004022	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	CDC34	SGD:S000002461	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	UFO1	SGD:S000004553	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	DFM1	SGD:S000002819	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	ATG12	SGD:S000000421	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	MMS2	SGD:S000003055	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	CDC53	SGD:S000002290	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:36370844	SGD:S000340821	Alleles	gene	PDR5	SGD:S000005679	pdr5-F683L, pdr5-A684S, pdr5-M1373T and pdr5-S1368A (see PMID: 30348662);  pdr5-G682A, pdr5-I685A, pdr5-F1369A, pdr5-G1371A, pdr5-V1372A, and pdr5-M1373A (see PMID: 20426485)	NASH	2022-11-22
PMID:36416748	SGD:S000340915	Alleles	gene	KAE1	SGD:S000001746	bud32-D161R,D182R kae1-K27A,G190E; see table 1 for multiple kae1 mutants	NASH	2022-11-28
PMID:36416748	SGD:S000340915	Alleles	gene	BUD32	SGD:S000003494	bud32-D161R,D182R kae1-K27A,G190E; see table 1 for multiple kae1 mutants	NASH	2022-11-28
PMID:35302609	SGD:S000314542	Classical phenotype information	gene	NUP60	SGD:S000000063		JODILS	2022-03-22
PMID:35302609	SGD:S000314542	Classical phenotype information	gene	NUP2	SGD:S000004327		JODILS	2022-03-22
PMID:36321324	SGD:S000340458	Engineering	gene	ADH1	SGD:S000005446		NASH	2022-11-07
PMID:36321324	SGD:S000340458	Engineering	gene	ADH2	SGD:S000004918		NASH	2022-11-07
PMID:36321324	SGD:S000340458	Engineering	gene	UGA2	SGD:S000000210		NASH	2022-11-07
PMID:36342182	SGD:S000340714	Classical phenotype information	gene	CDC6	SGD:S000003730		NASH	2022-11-14
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	PUP1	SGD:S000005683	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:36527174	SGD:S000341463	Classical phenotype information	gene	TPS1	SGD:S000000330	increased localization of active Ras proteins to mitochondria; decreased late apoptosis/secondary necrosis and increased early apoptosis in ras2 null mutants treated with acetic acid; decreased apoptosis and necrosis in gpa2 and cyr1 null mutants and increased early apoptosis 	NASH	2023-01-10
PMID:36870684	SGD:S000342622	Post-translational modifications	gene	PBS2	SGD:S000003664		STACIA	2023-03-16
PMID:36454288	SGD:S000340979	Classical phenotype information	gene	CAN1	SGD:S000000789	fig 4 re impaired ability to efflux methylarginines in atg22 atg8 pep4 and avt4; nulls have decreased viability after starvation; YKL162C increased efflux of aDMA and MMA; can1 and alp1 null have a higher basal level of methylarginine efflux and a decrease in efflux in water; alp1 null has more arginine incorporation while can1 null has less; alp1 null cells OE CAN1 mRNA, while a can1 null decreased ALP1 mRNA levels; alp1 null is more sensitive to L-canavanine	NASH	2022-12-05
PMID:36454288	SGD:S000340979	Classical phenotype information	gene	PEP4	SGD:S000006075	fig 4 re impaired ability to efflux methylarginines in atg22 atg8 pep4 and avt4; nulls have decreased viability after starvation; YKL162C increased efflux of aDMA and MMA; can1 and alp1 null have a higher basal level of methylarginine efflux and a decrease in efflux in water; alp1 null has more arginine incorporation while can1 null has less; alp1 null cells OE CAN1 mRNA, while a can1 null decreased ALP1 mRNA levels; alp1 null is more sensitive to L-canavanine	NASH	2022-12-05
PMID:36870684	SGD:S000342622	Post-translational modifications	gene	PTC1	SGD:S000002164		STACIA	2023-03-16
PMID:36870684	SGD:S000342622	Post-translational modifications	gene	PTC4	SGD:S000000329		STACIA	2023-03-16
PMID:36870684	SGD:S000342622	Post-translational modifications	gene	PTC3	SGD:S000000152		STACIA	2023-03-16
PMID:35301489	SGD:S000314546	Regulation information	complex	SAGA complex	SGD:S000217881	These results indicate that Ada3 (Ngg1) is acetylated by Gcn5 within the SAGA complex (Western blotting + immunofluorescence) - Regulators = Gcn5 and SAGA (CPX-656) (both POS); RPD3 = NEG	JODILS	2022-03-22
PMID:35301489	SGD:S000314546	Regulation information	gene	GCN5	SGD:S000003484	These results indicate that Ada3 (Ngg1) is acetylated by Gcn5 within the SAGA complex (Western blotting + immunofluorescence) - Regulators = Gcn5 and SAGA (CPX-656) (both POS); RPD3 = NEG	JODILS	2022-03-22
PMID:35301489	SGD:S000314546	Regulation information	gene	NGG1	SGD:S000002583	These results indicate that Ada3 (Ngg1) is acetylated by Gcn5 within the SAGA complex (Western blotting + immunofluorescence) - Regulators = Gcn5 and SAGA (CPX-656) (both POS); RPD3 = NEG	JODILS	2022-03-22
PMID:35301489	SGD:S000314546	Regulation information	gene	RPD3	SGD:S000005274	These results indicate that Ada3 (Ngg1) is acetylated by Gcn5 within the SAGA complex (Western blotting + immunofluorescence) - Regulators = Gcn5 and SAGA (CPX-656) (both POS); RPD3 = NEG	JODILS	2022-03-22
PMID:35301489	SGD:S000314546	Post-translational modifications	gene	NGG1	SGD:S000002583	Specifically, the SAGA complex acetylates its Ada3 (Ngg1) subunit at three sites (lysines 8, 14 and 182) that are dynamically deacetylated by Rpd3.	JODILS	2022-03-22
PMID:35301489	SGD:S000314546	Classical phenotype information	gene	NGG1	SGD:S000002583		JODILS	2022-03-22
PMID:35301489	SGD:S000314546	Classical phenotype information	gene	GCN5	SGD:S000003484		JODILS	2022-03-22
PMID:35301489	SGD:S000314546	Classical phenotype information	gene	RPD3	SGD:S000005274		JODILS	2022-03-22
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	RPT1	SGD:S000001628	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:35289847	SGD:S000314521	Delay					RAHI13	2022-03-23
PMID:35034578	SGD:S000313240	Delay					RAHI13	2022-01-25
PMID:37249971	SGD:S000343898	Engineering	gene	STE2	SGD:S000001868		STACIA	2023-06-05
PMID:37047194	SGD:S000343039	Post-translational modifications	gene	NCR1	SGD:S000005927	identified phosphorylated residues in 54 of 230 detectable vacuolar membrane proteins (table S2), and 18 differentially phosphorylated proteins (ncr1 null vs wt)	NASH	2023-04-17
PMID:37094131	SGD:S000343359	Classical phenotype information	gene	VAC8	SGD:S000000739		STACIA	2023-05-02
PMID:37094131	SGD:S000343359	Classical phenotype information	gene	VAC17	SGD:S000000568		STACIA	2023-05-02
PMID:37094131	SGD:S000343359	GO information	gene	VAC8	SGD:S000000739		STACIA	2023-05-02
PMID:37094131	SGD:S000343359	GO information	gene	VAC17	SGD:S000000568		STACIA	2023-05-02
PMID:37189018	SGD:S000343684	Engineering	gene	ERG20	SGD:S000003703		STACIA	2023-05-22
PMID:35289750	SGD:S000314498	Classical phenotype information	gene	REB1	SGD:S000000253		JODILS	2022-03-23
PMID:35289750	SGD:S000314498	Classical phenotype information	gene	ABF1	SGD:S000001595		JODILS	2022-03-23
PMID:35285870	SGD:S000314526	Delay					RAHI13	2022-03-23
PMID:37249971	SGD:S000343898	Alleles	gene	STE2	SGD:S000001868		STACIA	2023-06-05
PMID:35277487	SGD:S000314520	Classical phenotype information	gene	YCF1	SGD:S000002542	Reduced ATPase activity: The E1435Q mutant resulted in substantially lowered ATPase activity compared to WT Ycf1 (Vmax 95 ± 2 nmol/min/mg) (Fig. 1d). The S908A mutant causes drastically lowered (~80% loss) ATPase activity and the T911A mutant causes ~50% loss in activity. The R716A mutant shows loss of ATPase activity (~30% loss) (Fig. 2h). 	RAHI13	2022-03-24
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	PRE3	SGD:S000003538	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:35263330	SGD:S000314318	Regulation information	gene	HHT1	SGD:S000000214	These results confirm that Set2-catalyzed H3K36 methylation regulates repair of both TC-NER of the TS and cryptic TC-NER of the NTS of yeast genes.	RAHI13	2022-03-24
PMID:35263330	SGD:S000314318	Regulation information	gene	HHT2	SGD:S000004976	These results confirm that Set2-catalyzed H3K36 methylation regulates repair of both TC-NER of the TS and cryptic TC-NER of the NTS of yeast genes.	RAHI13	2022-03-24
PMID:35263330	SGD:S000314318	Regulation information	gene	SET2	SGD:S000003704	These results confirm that Set2-catalyzed H3K36 methylation regulates repair of both TC-NER of the TS and cryptic TC-NER of the NTS of yeast genes.	RAHI13	2022-03-24
PMID:37203436	SGD:S000343722	GO information	gene	CIK1	SGD:S000004811		STACIA	2023-05-24
PMID:36870684	SGD:S000342622	Post-translational modifications	gene	PTC2	SGD:S000000891		STACIA	2023-03-16
PMID:37203436	SGD:S000343722	GO information	gene	VIK1	SGD:S000006174		STACIA	2023-05-24
PMID:37203436	SGD:S000343722	GO information	gene	KAR3	SGD:S000006345		STACIA	2023-05-24
PMID:37203436	SGD:S000343722	Classical phenotype information	gene	CIK1	SGD:S000004811		STACIA	2023-05-24
PMID:34961992	SGD:S000312726	Classical phenotype information	gene	RPL2A	SGD:S000002104	The uL2(RPL2A) p.G138F mutant displayed fewer colonies than  with  the  wild-type construct in  the  strongest  dilutions. Expression  ofthe  uL2 (RPL2A) p.H38R mutant also  led  to a lower  number  of  colonies observed  in  the  most  diluted  drops. p.H38R  and p.G138F mutations partially  impair yeast uL2  function  in  the  processing  of  the  large  ribosomal subunit RNAs.	RAHI13	2022-01-26
PMID:34378783	SGD:S000305738	Classical phenotype information	gene	PRB1	SGD:S000000786		MICHEAL	2021-07-12
PMID:34378783	SGD:S000305738	Classical phenotype information	gene	VMA2	SGD:S000000331		MICHEAL	2021-07-12
PMID:35028974	SGD:S000313185	GO information	gene	SNF1	SGD:S000002885	Snf1 is crucial for survival when cells encounter replication stress or DNA damage. 2.Snf1 plays a critical role in efficient replication checkpoint activation in a cell-cycle-independent manner. 3. crucial role for SNF1 in the formation of RPA foci. 4. SNF1 is required for RPA recruitment to HU-stalled replication forks	RAHI13	2022-01-27
PMID:35028974	SGD:S000313185	Classical phenotype information	gene	SNF4	SGD:S000003083	1. snf1Δ cells were sensitive to DNA damage reagents like methyl methanesulfonate (MMS) and bleomycin. 2. The snf1Δ and snf4Δ mutant cells are hypersensitive to HU. 3. Quantification of the number of cells containing nuclei with RPA foci over a time-course up to 180 min after addition of HU showed that the foci accumulated more rapidly in WT cells than in snf1Δ cells 	RAHI13	2022-01-27
PMID:35028974	SGD:S000313185	Classical phenotype information	gene	SNF1	SGD:S000002885	1. snf1Δ cells were sensitive to DNA damage reagents like methyl methanesulfonate (MMS) and bleomycin. 2. The snf1Δ and snf4Δ mutant cells are hypersensitive to HU. 3. Quantification of the number of cells containing nuclei with RPA foci over a time-course up to 180 min after addition of HU showed that the foci accumulated more rapidly in WT cells than in snf1Δ cells 	RAHI13	2022-01-27
PMID:35041077	SGD:S000313229	Classical phenotype information	gene	SET1	SGD:S000001161	Growth defects were detected in set1Δ mutants grown under isoleucine–valine starvation conditions, and these were rescued by the SET1+, set1-G951A, set1-R1013H alleles, but not by set1-Y967A, which is defective for H3K4 methylation	RAHI13	2022-01-27
PMID:37257683	SGD:S000343901	Engineering					STACIA	2023-06-05
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	CDC23	SGD:S000001209	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	RUB1	SGD:S000002546	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	ULP1	SGD:S000005941	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:36870684	SGD:S000342622	Regulation information	gene	PBS2	SGD:S000003664		STACIA	2023-03-16
PMID:35333306	SGD:S000314783	Classical phenotype information	gene	MNN9	SGD:S000005971		STACIA	2022-03-28
PMID:35333306	SGD:S000314783	Classical phenotype information	gene	ANP1	SGD:S000000762		STACIA	2022-03-28
PMID:35333306	SGD:S000314783	Classical phenotype information	gene	VAN1	SGD:S000004583		STACIA	2022-03-28
PMID:35333306	SGD:S000314783	Classical phenotype information	gene	OCH1	SGD:S000003006		STACIA	2022-03-28
PMID:35333306	SGD:S000314783	Classical phenotype information	gene	MNN11	SGD:S000003719		STACIA	2022-03-28
PMID:35333306	SGD:S000314783	Classical phenotype information	gene	MNN10	SGD:S000002653		STACIA	2022-03-28
PMID:35311587	SGD:S000314784	Classical phenotype information	gene	SNF4	SGD:S000003083	acetic acid tolerance.1. The ER18A strain with the SNF4-E269* mutation showed the same improvement of fermentation performance in the presence of acetic acid as the snf4Δ strain,	RAHI13	2022-03-28
PMID:35042867	SGD:S000313233	Classical phenotype information	gene	DNA2	SGD:S000001207		RAHI13	2022-01-27
PMID:35042867	SGD:S000313233	Classical phenotype information	gene	RFA1	SGD:S000000065		RAHI13	2022-01-27
PMID:35031584	SGD:S000313227	Classical phenotype information	gene	RIO2	SGD:S000005151		RAHI13	2022-01-27
PMID:35031584	SGD:S000313227	Classical phenotype information	gene	PNO1	SGD:S000005671		RAHI13	2022-01-27
PMID:35031584	SGD:S000313227	Classical phenotype information	gene	TSR3	SGD:S000005532		RAHI13	2022-01-27
PMID:35031584	SGD:S000313227	Classical phenotype information	gene	RPS15	SGD:S000005400		RAHI13	2022-01-27
PMID:35304512	SGD:S000314788	Post-translational modifications	gene	PDC1	SGD:S000004034	PTN modification at Tyr38, Tyr157, and Tyr344	RAHI13	2022-03-28
PMID:36810679	SGD:S000342341	Alleles	gene	CSE4	SGD:S000001532	cse4-R143A	STACIA	2023-02-28
PMID:35041076	SGD:S000313206	Classical phenotype information	gene	SEC61	SGD:S000004370		RAHI13	2022-01-27
PMID:35041076	SGD:S000313206	Classical phenotype information	gene	HRD1	SGD:S000005373		RAHI13	2022-01-27
PMID:35331734	SGD:S000314794	Classical phenotype information	gene	ATP2	SGD:S000003882		JODILS	2022-03-28
PMID:36354155	SGD:S000340715	GO information	gene	ATG9	SGD:S000002308		STACIA	2022-11-14
PMID:36354155	SGD:S000340715	GO information	gene	ATG18	SGD:S000001917		STACIA	2022-11-14
PMID:36354155	SGD:S000340715	GO information	gene	ATG2	SGD:S000005186		STACIA	2022-11-14
PMID:36354155	SGD:S000340715	Classical phenotype information	gene	ATG9	SGD:S000002308		STACIA	2022-11-14
PMID:36354155	SGD:S000340715	Alleles	gene	ATG9	SGD:S000002308	Atg9(F627A)	STACIA	2022-11-14
PMID:36370844	SGD:S000340821	Classical phenotype information	gene	PDR5	SGD:S000005679	pdr5-F683L is sensitive to cycloheximide, rhodamine 6G (R6G), ketoconazole and fluconazole; pdr5-M1373T and pdr5-A684S are mildly hypersensitive to cycloheximide, and hypersensitive to ketoconazole and fluconazole; pdr5-F683L and pdr5-S1368A  are deficient in small molecular transport of R6G; pdr5-F1369A and pdr5-G1371A are hypersensitive to cycloheximide, cerulenin, clotrimazole, tamoxifen and climbazole; pdr5-M1373A sensitive to cycloheximide and climbazole; pdr5-I685A hypersensitive to climbazole, tamoxifen, cerulenin and hypersistant to cycloheximide; pdr5-V1372A is  hyperresistant to tamoxifen and cerulenin, hypersensitive to cycloheximide; pdr5-F683L deficient in small molecular transport of R6G	NASH	2022-11-22
PMID:36400763	SGD:S000340916	Alleles	gene	DBF4	SGD:S000002459	sld2-T84D dbf4-RxxL-4A	NASH	2022-11-28
PMID:36356902	SGD:S000340720	Classical phenotype information	gene	SNF1	SGD:S000002885		STACIA	2022-11-14
PMID:35042402	SGD:S000313193	Classical phenotype information	gene	SPC105	SGD:S000003061		RAHI13	2022-01-27
PMID:35042402	SGD:S000313193	Classical phenotype information	gene	KRE28	SGD:S000002940		RAHI13	2022-01-27
PMID:35319354	SGD:S000314796	Classical phenotype information	gene	SKN7	SGD:S000001249		STACIA	2022-03-28
PMID:35319354	SGD:S000314796	Classical phenotype information	gene	YAP1	SGD:S000004466		STACIA	2022-03-28
PMID:35319354	SGD:S000314796	Classical phenotype information	gene	PST2	SGD:S000002439		STACIA	2022-03-28
PMID:35319354	SGD:S000314796	Classical phenotype information	gene	TSA1	SGD:S000004490		STACIA	2022-03-28
PMID:35319354	SGD:S000314796	Classical phenotype information	gene	SOD2	SGD:S000001050		STACIA	2022-03-28
PMID:35319354	SGD:S000314796	Delay					STACIA	2022-03-28
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	SIZ1	SGD:S000002817	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:36870684	SGD:S000342622	Regulation information	gene	PTC1	SGD:S000002164		STACIA	2023-03-16
PMID:36515990	SGD:S000341354	Post-translational modifications	gene	SLK19	SGD:S000005721	CDC5 or CDC5-KD expression in ndt80Δ prophase I-arrested cells and collected samples over several time points after CDC5 induction. 7,500 phosphopeptides were identified in each of the samples analyzed. Proteome-wide dataset ID'd 88 phosphorylation sites among 16 nucleoporins from various NPC subcomplexes (see table S6 and fig 4a, b); total of 155 phosphopeptides and 106 individual phosphosites for nucleoporins, including 20 phosphosites in Nup60. Such as Cdc5p-dependent Nup60p phosphorylation on S89	NASH	2022-12-20
PMID:36515990	SGD:S000341354	Post-translational modifications	gene	NUP60	SGD:S000000063	CDC5 or CDC5-KD expression in ndt80Δ prophase I-arrested cells and collected samples over several time points after CDC5 induction. 7,500 phosphopeptides were identified in each of the samples analyzed. Proteome-wide dataset ID'd 88 phosphorylation sites among 16 nucleoporins from various NPC subcomplexes (see table S6 and fig 4a, b); total of 155 phosphopeptides and 106 individual phosphosites for nucleoporins, including 20 phosphosites in Nup60. Such as Cdc5p-dependent Nup60p phosphorylation on S89	NASH	2022-12-20
PMID:36811888	SGD:S000342342	GO information	gene	SEC27	SGD:S000003105		STACIA	2023-02-28
PMID:36811888	SGD:S000342342	GO information	gene	GLO3	SGD:S000000924		STACIA	2023-02-28
PMID:36811888	SGD:S000342342	Classical phenotype information	gene	SEC27	SGD:S000003105		STACIA	2023-02-28
PMID:36811888	SGD:S000342342	Classical phenotype information	gene	GLO3	SGD:S000000924		STACIA	2023-02-28
PMID:36870684	SGD:S000342622	Regulation information	gene	PTC4	SGD:S000000329		STACIA	2023-03-16
PMID:36870684	SGD:S000342622	Regulation information	gene	PTC3	SGD:S000000152		STACIA	2023-03-16
PMID:36870684	SGD:S000342622	Regulation information	gene	PTC2	SGD:S000000891		STACIA	2023-03-16
PMID:36870684	SGD:S000342622	GO information	gene	PTC1	SGD:S000002164		STACIA	2023-03-16
PMID:36870684	SGD:S000342622	GO information	gene	NBP2	SGD:S000002569		STACIA	2023-03-16
PMID:36870684	SGD:S000342622	GO information	gene	PTC4	SGD:S000000329		STACIA	2023-03-16
PMID:36870684	SGD:S000342622	GO information	gene	PTC3	SGD:S000000152		STACIA	2023-03-16
PMID:36870684	SGD:S000342622	GO information	gene	PTC2	SGD:S000000891		STACIA	2023-03-16
PMID:37053475	SGD:S000343043	Non-phenotype HTP					STACIA	2023-04-18
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	NFI1	SGD:S000005682	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37183145	SGD:S000343686	Classical phenotype information	gene	BIO3	SGD:S000005341		STACIA	2023-05-22
PMID:37179969	SGD:S000343723	Classical phenotype information	gene	PDR5	SGD:S000005679		STACIA	2023-05-24
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	APC11	SGD:S000002166	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	RPN4	SGD:S000002178	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	RPN11	SGD:S000001900	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	SLX5	SGD:S000002171	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	YUH1	SGD:S000003860	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	DIA2	SGD:S000005606	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:35321969	SGD:S000314804	Classical phenotype information	gene	YHB1	SGD:S000003466		STACIA	2022-03-28
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	MMS21	SGD:S000000745	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	PRE2	SGD:S000006307	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	UBC13	SGD:S000002499	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	RRI1	SGD:S000002375	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:35324677	SGD:S000314806	Classical phenotype information	gene	PDR1	SGD:S000002981		STACIA	2022-03-28
PMID:35324677	SGD:S000314806	Classical phenotype information	gene	PDR5	SGD:S000005679		STACIA	2022-03-28
PMID:35324677	SGD:S000314806	Classical phenotype information	gene	SNQ2	SGD:S000002418		STACIA	2022-03-28
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	WSS1	SGD:S000001176	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	URM1	SGD:S000001270	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:34928393	SGD:S000312676	Regulation information	gene	YEN1	SGD:S000000843	regulated by phosphorylation	RAHI13	2022-01-27
PMID:34928393	SGD:S000312676	Post-translational modifications	gene	YEN1	SGD:S000000843	discussion of nine phosphorylation sites	RAHI13	2022-01-27
PMID:35305079	SGD:S000314812	Classical phenotype information	gene	HSP104	SGD:S000003949	Hsp104-L15D,L96R (hsp104DR) : shows impaired thermotolerance. ("Hsp104DR, which retains the inhibition yet lacks the substrate binding sites on the NTD, showed significantly reduced disaggregation activity and impaired thermotolerance.)	RAHI13	2022-03-28
PMID:34908216	SGD:S000312581	Classical phenotype information	gene	VPS20	SGD:S000004682		RAHI13	2022-01-27
PMID:34908216	SGD:S000312581	Classical phenotype information	gene	BRO1	SGD:S000006005		RAHI13	2022-01-27
PMID:34861183	SGD:S000312430	Post-translational modifications	gene	BUB1	SGD:S000003420	Mass spectrometry identified T438, S474, S475, T550, T556, and S596 in the Bub1 central domain as phosphorylated	RAHI13	2022-01-27
PMID:37052477	SGD:S000343044	Classical phenotype information	gene	RAD51	SGD:S000000897		STACIA	2023-04-18
PMID:37113225	SGD:S000343371	Non-phenotype HTP				Raw data for whole genome sequencing of evolved strain deposited in SRA under BioProject PRJNA601278. Whole genome txn'al analysis of evolved vs wt using microarray depositied in GEO (GSE59353)	NASH	2023-05-03
PMID:37113225	SGD:S000343371	Engineering	gene	SSK2	SGD:S000005314		NASH	2023-05-03
PMID:37113225	SGD:S000343371	Engineering	gene	HOG1	SGD:S000004103		NASH	2023-05-03
PMID:35316765	SGD:S000314816	Classical phenotype information	gene	PEP12	SGD:S000005562		JODILS	2022-03-28
PMID:35316765	SGD:S000314816	Classical phenotype information	gene	RTG2	SGD:S000003221		JODILS	2022-03-28
PMID:35316765	SGD:S000314816	Classical phenotype information	gene	RTG3	SGD:S000000199		JODILS	2022-03-28
PMID:35316765	SGD:S000314816	Classical phenotype information	gene	MKS1	SGD:S000005020		JODILS	2022-03-28
PMID:35316765	SGD:S000314816	Classical phenotype information	gene	LST8	SGD:S000004951		JODILS	2022-03-28
PMID:35316765	SGD:S000314816	Classical phenotype information	gene	PXL1	SGD:S000001798		JODILS	2022-03-28
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	APC2	SGD:S000004117	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37364618	SGD:S000344323	Classical phenotype information	gene	CDC4	SGD:S000001885	assay levels of Rad51p, and ubiquitination status	NASH	2023-07-06
PMID:37113225	SGD:S000343371	Engineering	gene	FLR1	SGD:S000000212		NASH	2023-05-03
PMID:37113225	SGD:S000343371	Engineering	gene	MCA1	SGD:S000005723		NASH	2023-05-03
PMID:37364618	SGD:S000344323	Alleles	gene	RPN1	SGD:S000001069	rpn1-821 (G821D) see PMID:11805328	NASH	2023-07-06
PMID:37250769	SGD:S000343907	Non-phenotype HTP					STACIA	2023-06-05
PMID:35333283	SGD:S000314818	Delay				FULL-LENGTH ACCESS NOT AVAILABLE	RAHI13	2022-03-28
PMID:37436802	SGD:S000344538	Post-translational modifications	gene	CSE4	SGD:S000001532	methylated Cse4-R37	STACIA	2023-07-21
PMID:37113225	SGD:S000343371	Engineering	gene	PDE2	SGD:S000005887		NASH	2023-05-03
PMID:37113225	SGD:S000343371	Engineering	gene	MMS2	SGD:S000003055		NASH	2023-05-03
PMID:36530167	SGD:S000341465	Classical phenotype information	gene	BIR1	SGD:S000003849		STACIA	2023-01-10
PMID:36530167	SGD:S000341465	Classical phenotype information	gene	MPS1	SGD:S000002186		STACIA	2023-01-10
PMID:36530167	SGD:S000341465	Classical phenotype information	gene	CDC4	SGD:S000001885		STACIA	2023-01-10
PMID:36530167	SGD:S000341465	GO information	gene	BIR1	SGD:S000003849		STACIA	2023-01-10
PMID:36630955	SGD:S000341674	GO information	gene	ZPR1	SGD:S000003443		STACIA	2023-01-18
PMID:37436802	SGD:S000344538	Alleles	gene	CSE4	SGD:S000001532	Methyl-mimic cse4-R37F	STACIA	2023-07-21
PMID:37436802	SGD:S000344538	Classical phenotype information	gene	CSE4	SGD:S000001532		STACIA	2023-07-21
PMID:37436802	SGD:S000344538	Classical phenotype information	gene	UPA1	SGD:S000003515		STACIA	2023-07-21
