systematic_name	dbentity_id	so_id	contig_id	taxonomy_id	strand	genomic_start_index	genomic_end_index	genomic_file_header	genomic_download_filename	oneKB_start	oneKB_end	oneKB_file_header	oneKB_download_filename
ARS915	1312676	264014	1385059	275321	+	37587	38041	>ARS915 ARS915 JK9-3d JRIZ01000136.1:37587..38041	ARS915_JK9-3d_genomic.fsa	36587	39041	>ARS915 ARS915 JK9-3d JRIZ01000136.1:36587..39041 +/- 1kb	ARS915_JK9-3d_1kb.fsa
ARS915	1312676	264014	1386759	274425	-	68677	69131	>ARS915 ARS915 RM11-1A JRIP01000017.1:68677..69131	ARS915_RM11-1A_genomic.fsa	67677	70131	>ARS915 ARS915 RM11-1A JRIP01000017.1:67677..70131 +/- 1kb	ARS915_RM11-1A_1kb.fsa
ARS915	1312676	264014	1386941	275326	+	1891	2345	>ARS915 ARS915 SEY6210 JRIW01000036.1:1891..2345	ARS915_SEY6210_genomic.fsa	891	3345	>ARS915 ARS915 SEY6210 JRIW01000036.1:891..3345 +/- 1kb	ARS915_SEY6210_1kb.fsa
ARS915	1312676	264014	1388706	274910	+	1891	2345	>ARS915 ARS915 W303 JRIU01000070.1:1891..2345	ARS915_W303_genomic.fsa	891	3345	>ARS915 ARS915 W303 JRIU01000070.1:891..3345 +/- 1kb	ARS915_W303_1kb.fsa
ARS915	1312676	264014	1388986	275329	-	51540	51994	>ARS915 ARS915 X2180-1A JRIX01000125.1:51540..51994	ARS915_X2180-1A_genomic.fsa	50540	52994	>ARS915 ARS915 X2180-1A JRIX01000125.1:50540..52994 +/- 1kb	ARS915_X2180-1A_1kb.fsa
ARS915	1312676	264014	1389192	275334	-	51580	52034	>ARS915 ARS915 Y55 JRIF01000119.1:51580..52034	ARS915_Y55_genomic.fsa	50580	53034	>ARS915 ARS915 Y55 JRIF01000119.1:50580..53034 +/- 1kb	ARS915_Y55_1kb.fsa
ARS918	1312677	264014	1381832	274916	+	281679	281852	>ARS918 ARS918 Sigma1278b JRIQ01000151.1:281679..281852	ARS918_Sigma1278b_genomic.fsa	280679	282852	>ARS918 ARS918 Sigma1278b JRIQ01000151.1:280679..282852 +/- 1kb	ARS918_Sigma1278b_1kb.fsa
ARS918	1312677	264014	1383504	275338	-	3805	3979	>ARS918 ARS918 CEN.PK JRIV01000168.1:3805..3979	ARS918_CEN.PK_genomic.fsa	2805	4979	>ARS918 ARS918 CEN.PK JRIV01000168.1:2805..4979 +/- 1kb	ARS918_CEN.PK_1kb.fsa
ARS918	1312677	264014	1383567	275315	-	3804	3978	>ARS918 ARS918 D273-10B JRIY01000003.1:3804..3978	ARS918_D273-10B_genomic.fsa	2804	4978	>ARS918 ARS918 D273-10B JRIY01000003.1:2804..4978 +/- 1kb	ARS918_D273-10B_1kb.fsa
ARS918	1312677	264014	1384423	274944	-	3805	3978	>ARS918 ARS918 FL100 JRIT01000040.1:3805..3978	ARS918_FL100_genomic.fsa	2805	4978	>ARS918 ARS918 FL100 JRIT01000040.1:2805..4978 +/- 1kb	ARS918_FL100_1kb.fsa
ARS918	1312677	264014	1385007	275321	-	3805	3978	>ARS918 ARS918 JK9-3d JRIZ01000073.1:3805..3978	ARS918_JK9-3d_genomic.fsa	2805	4978	>ARS918 ARS918 JK9-3d JRIZ01000073.1:2805..4978 +/- 1kb	ARS918_JK9-3d_1kb.fsa
ARS918	1312677	264014	1386759	274425	-	3804	3978	>ARS918 ARS918 RM11-1A JRIP01000017.1:3804..3978	ARS918_RM11-1A_genomic.fsa	2804	4978	>ARS918 ARS918 RM11-1A JRIP01000017.1:2804..4978 +/- 1kb	ARS918_RM11-1A_1kb.fsa
ARS918	1312677	264014	1386941	275326	+	67117	67291	>ARS918 ARS918 SEY6210 JRIW01000036.1:67117..67291	ARS918_SEY6210_genomic.fsa	66117	68291	>ARS918 ARS918 SEY6210 JRIW01000036.1:66117..68291 +/- 1kb	ARS918_SEY6210_1kb.fsa
ARS918	1312677	264014	1388706	274910	+	67088	67262	>ARS918 ARS918 W303 JRIU01000070.1:67088..67262	ARS918_W303_genomic.fsa	66088	68262	>ARS918 ARS918 W303 JRIU01000070.1:66088..68262 +/- 1kb	ARS918_W303_1kb.fsa
ARS918	1312677	264014	1389025	275329	-	3804	3978	>ARS918 ARS918 X2180-1A JRIX01000176.1:3804..3978	ARS918_X2180-1A_genomic.fsa	2804	4978	>ARS918 ARS918 X2180-1A JRIX01000176.1:2804..4978 +/- 1kb	ARS918_X2180-1A_1kb.fsa
ARS918	1312677	264014	1389108	275334	+	14828	15002	>ARS918 ARS918 Y55 JRIF01000014.1:14828..15002	ARS918_Y55_genomic.fsa	13828	16002	>ARS918 ARS918 Y55 JRIF01000014.1:13828..16002 +/- 1kb	ARS918_Y55_1kb.fsa
ARS919	1313154	264014	1381810	274916	-	88832	88901	>ARS919 ARS919 Sigma1278b JRIQ01000124.1:88832..88901	ARS919_Sigma1278b_genomic.fsa	87832	89901	>ARS919 ARS919 Sigma1278b JRIQ01000124.1:87832..89901 +/- 1kb	ARS919_Sigma1278b_1kb.fsa
ARS919	1313154	264014	1383476	275338	+	17488	17557	>ARS919 ARS919 CEN.PK JRIV01000131.1:17488..17557	ARS919_CEN.PK_genomic.fsa	16488	18557	>ARS919 ARS919 CEN.PK JRIV01000131.1:16488..18557 +/- 1kb	ARS919_CEN.PK_1kb.fsa
ARS919	1313154	264014	1383583	275315	+	24803	24872	>ARS919 ARS919 D273-10B JRIY01000023.1:24803..24872	ARS919_D273-10B_genomic.fsa	23803	25872	>ARS919 ARS919 D273-10B JRIY01000023.1:23803..25872 +/- 1kb	ARS919_D273-10B_1kb.fsa
ARS919	1313154	264014	1384465	274944	+	24704	24773	>ARS919 ARS919 FL100 JRIT01000095.1:24704..24773	ARS919_FL100_genomic.fsa	23704	25773	>ARS919 ARS919 FL100 JRIT01000095.1:23704..25773 +/- 1kb	ARS919_FL100_1kb.fsa
ARS919	1313154	264014	1385095	275321	+	17311	17380	>ARS919 ARS919 JK9-3d JRIZ01000186.1:17311..17380	ARS919_JK9-3d_genomic.fsa	16311	18380	>ARS919 ARS919 JK9-3d JRIZ01000186.1:16311..18380 +/- 1kb	ARS919_JK9-3d_1kb.fsa
ARS919	1313154	264014	1386867	274425	+	16100	16169	>ARS919 ARS919 RM11-1A JRIP01000151.1:16100..16169	ARS919_RM11-1A_genomic.fsa	15100	17169	>ARS919 ARS919 RM11-1A JRIP01000151.1:15100..17169 +/- 1kb	ARS919_RM11-1A_1kb.fsa
ARS919	1313154	264014	1387070	275326	-	48969	49038	>ARS919 ARS919 SEY6210 JRIW01000207.1:48969..49038	ARS919_SEY6210_genomic.fsa	47969	50038	>ARS919 ARS919 SEY6210 JRIW01000207.1:47969..50038 +/- 1kb	ARS919_SEY6210_1kb.fsa
ARS919	1313154	264014	1388692	274910	+	16932	17001	>ARS919 ARS919 W303 JRIU01000052.1:16932..17001	ARS919_W303_genomic.fsa	15932	18001	>ARS919 ARS919 W303 JRIU01000052.1:15932..18001 +/- 1kb	ARS919_W303_1kb.fsa
ARS919	1313154	264014	1388971	275329	+	17507	17576	>ARS919 ARS919 X2180-1A JRIX01000104.1:17507..17576	ARS919_X2180-1A_genomic.fsa	16507	18576	>ARS919 ARS919 X2180-1A JRIX01000104.1:16507..18576 +/- 1kb	ARS919_X2180-1A_1kb.fsa
ARS919	1313154	264014	1389244	275334	-	48716	48785	>ARS919 ARS919 Y55 JRIF01000193.1:48716..48785	ARS919_Y55_genomic.fsa	47716	49785	>ARS919 ARS919 Y55 JRIF01000193.1:47716..49785 +/- 1kb	ARS919_Y55_1kb.fsa
ARS920	1313155	264014	1381810	274916	-	73468	73704	>ARS920 ARS920 Sigma1278b JRIQ01000124.1:73468..73704	ARS920_Sigma1278b_genomic.fsa	72468	74704	>ARS920 ARS920 Sigma1278b JRIQ01000124.1:72468..74704 +/- 1kb	ARS920_Sigma1278b_1kb.fsa
ARS920	1313155	264014	1383476	275338	+	32672	32908	>ARS920 ARS920 CEN.PK JRIV01000131.1:32672..32908	ARS920_CEN.PK_genomic.fsa	31672	33908	>ARS920 ARS920 CEN.PK JRIV01000131.1:31672..33908 +/- 1kb	ARS920_CEN.PK_1kb.fsa
ARS920	1313155	264014	1383583	275315	+	39987	40223	>ARS920 ARS920 D273-10B JRIY01000023.1:39987..40223	ARS920_D273-10B_genomic.fsa	38987	41223	>ARS920 ARS920 D273-10B JRIY01000023.1:38987..41223 +/- 1kb	ARS920_D273-10B_1kb.fsa
ARS920	1313155	264014	1384465	274944	+	39901	40137	>ARS920 ARS920 FL100 JRIT01000095.1:39901..40137	ARS920_FL100_genomic.fsa	38901	41137	>ARS920 ARS920 FL100 JRIT01000095.1:38901..41137 +/- 1kb	ARS920_FL100_1kb.fsa
ARS920	1313155	264014	1385095	275321	+	32508	32744	>ARS920 ARS920 JK9-3d JRIZ01000186.1:32508..32744	ARS920_JK9-3d_genomic.fsa	31508	33744	>ARS920 ARS920 JK9-3d JRIZ01000186.1:31508..33744 +/- 1kb	ARS920_JK9-3d_1kb.fsa
ARS920	1313155	264014	1386867	274425	+	31294	31530	>ARS920 ARS920 RM11-1A JRIP01000151.1:31294..31530	ARS920_RM11-1A_genomic.fsa	30294	32530	>ARS920 ARS920 RM11-1A JRIP01000151.1:30294..32530 +/- 1kb	ARS920_RM11-1A_1kb.fsa
ARS920	1313155	264014	1387070	275326	-	33618	33854	>ARS920 ARS920 SEY6210 JRIW01000207.1:33618..33854	ARS920_SEY6210_genomic.fsa	32618	34854	>ARS920 ARS920 SEY6210 JRIW01000207.1:32618..34854 +/- 1kb	ARS920_SEY6210_1kb.fsa
ARS920	1313155	264014	1388692	274910	+	32116	32352	>ARS920 ARS920 W303 JRIU01000052.1:32116..32352	ARS920_W303_genomic.fsa	31116	33352	>ARS920 ARS920 W303 JRIU01000052.1:31116..33352 +/- 1kb	ARS920_W303_1kb.fsa
ARS920	1313155	264014	1388971	275329	+	32691	32927	>ARS920 ARS920 X2180-1A JRIX01000104.1:32691..32927	ARS920_X2180-1A_genomic.fsa	31691	33927	>ARS920 ARS920 X2180-1A JRIX01000104.1:31691..33927 +/- 1kb	ARS920_X2180-1A_1kb.fsa
ARS920	1313155	264014	1389244	275334	-	33295	33531	>ARS920 ARS920 Y55 JRIF01000193.1:33295..33531	ARS920_Y55_genomic.fsa	32295	34531	>ARS920 ARS920 Y55 JRIF01000193.1:32295..34531 +/- 1kb	ARS920_Y55_1kb.fsa
ARS921	1312755	264014	1381810	274916	-	67639	67940	>ARS921 ARS921 Sigma1278b JRIQ01000124.1:67639..67940	ARS921_Sigma1278b_genomic.fsa	66639	68940	>ARS921 ARS921 Sigma1278b JRIQ01000124.1:66639..68940 +/- 1kb	ARS921_Sigma1278b_1kb.fsa
ARS921	1312755	264014	1383476	275338	+	38436	38733	>ARS921 ARS921 CEN.PK JRIV01000131.1:38436..38733	ARS921_CEN.PK_genomic.fsa	37436	39733	>ARS921 ARS921 CEN.PK JRIV01000131.1:37436..39733 +/- 1kb	ARS921_CEN.PK_1kb.fsa
ARS921	1312755	264014	1383583	275315	+	45751	46048	>ARS921 ARS921 D273-10B JRIY01000023.1:45751..46048	ARS921_D273-10B_genomic.fsa	44751	47048	>ARS921 ARS921 D273-10B JRIY01000023.1:44751..47048 +/- 1kb	ARS921_D273-10B_1kb.fsa
ARS921	1312755	264014	1384465	274944	+	45665	45966	>ARS921 ARS921 FL100 JRIT01000095.1:45665..45966	ARS921_FL100_genomic.fsa	44665	46966	>ARS921 ARS921 FL100 JRIT01000095.1:44665..46966 +/- 1kb	ARS921_FL100_1kb.fsa
ARS921	1312755	264014	1385095	275321	+	38272	38573	>ARS921 ARS921 JK9-3d JRIZ01000186.1:38272..38573	ARS921_JK9-3d_genomic.fsa	37272	39573	>ARS921 ARS921 JK9-3d JRIZ01000186.1:37272..39573 +/- 1kb	ARS921_JK9-3d_1kb.fsa
ARS921	1312755	264014	1386867	274425	+	36974	37268	>ARS921 ARS921 RM11-1A JRIP01000151.1:36974..37268	ARS921_RM11-1A_genomic.fsa	35974	38268	>ARS921 ARS921 RM11-1A JRIP01000151.1:35974..38268 +/- 1kb	ARS921_RM11-1A_1kb.fsa
ARS921	1312755	264014	1387070	275326	-	27793	28090	>ARS921 ARS921 SEY6210 JRIW01000207.1:27793..28090	ARS921_SEY6210_genomic.fsa	26793	29090	>ARS921 ARS921 SEY6210 JRIW01000207.1:26793..29090 +/- 1kb	ARS921_SEY6210_1kb.fsa
ARS921	1312755	264014	1388692	274910	+	37880	38177	>ARS921 ARS921 W303 JRIU01000052.1:37880..38177	ARS921_W303_genomic.fsa	36880	39177	>ARS921 ARS921 W303 JRIU01000052.1:36880..39177 +/- 1kb	ARS921_W303_1kb.fsa
ARS921	1312755	264014	1388971	275329	+	38455	38752	>ARS921 ARS921 X2180-1A JRIX01000104.1:38455..38752	ARS921_X2180-1A_genomic.fsa	37455	39752	>ARS921 ARS921 X2180-1A JRIX01000104.1:37455..39752 +/- 1kb	ARS921_X2180-1A_1kb.fsa
ARS921	1312755	264014	1389244	275334	-	27473	27767	>ARS921 ARS921 Y55 JRIF01000193.1:27473..27767	ARS921_Y55_genomic.fsa	26473	28767	>ARS921 ARS921 Y55 JRIF01000193.1:26473..28767 +/- 1kb	ARS921_Y55_1kb.fsa
ARS922	1313156	264014	1381810	274916	-	20534	20610	>ARS922 ARS922 Sigma1278b JRIQ01000124.1:20534..20610	ARS922_Sigma1278b_genomic.fsa	19534	21610	>ARS922 ARS922 Sigma1278b JRIQ01000124.1:19534..21610 +/- 1kb	ARS922_Sigma1278b_1kb.fsa
ARS922	1313156	264014	1383448	275338	-	20516	20592	>ARS922 ARS922 CEN.PK JRIV01000094.1:20516..20592	ARS922_CEN.PK_genomic.fsa	19516	21592	>ARS922 ARS922 CEN.PK JRIV01000094.1:19516..21592 +/- 1kb	ARS922_CEN.PK_1kb.fsa
ARS922	1313156	264014	1383623	275315	-	20526	20602	>ARS922 ARS922 D273-10B JRIY01000073.1:20526..20602	ARS922_D273-10B_genomic.fsa	19526	21602	>ARS922 ARS922 D273-10B JRIY01000073.1:19526..21602 +/- 1kb	ARS922_D273-10B_1kb.fsa
ARS922	1313156	264014	1384450	274944	+	18968	19044	>ARS922 ARS922 FL100 JRIT01000071.1:18968..19044	ARS922_FL100_genomic.fsa	17968	20044	>ARS922 ARS922 FL100 JRIT01000071.1:17968..20044 +/- 1kb	ARS922_FL100_1kb.fsa
ARS922	1313156	264014	1385048	275321	-	20516	20592	>ARS922 ARS922 JK9-3d JRIZ01000124.1:20516..20592	ARS922_JK9-3d_genomic.fsa	19516	21592	>ARS922 ARS922 JK9-3d JRIZ01000124.1:19516..21592 +/- 1kb	ARS922_JK9-3d_1kb.fsa
ARS922	1313156	264014	1386810	274425	-	21378	21453	>ARS922 ARS922 RM11-1A JRIP01000081.1:21378..21453	ARS922_RM11-1A_genomic.fsa	20378	22453	>ARS922 ARS922 RM11-1A JRIP01000081.1:20378..22453 +/- 1kb	ARS922_RM11-1A_1kb.fsa
ARS922	1313156	264014	1387035	275326	+	19424	19500	>ARS922 ARS922 SEY6210 JRIW01000169.1:19424..19500	ARS922_SEY6210_genomic.fsa	18424	20500	>ARS922 ARS922 SEY6210 JRIW01000169.1:18424..20500 +/- 1kb	ARS922_SEY6210_1kb.fsa
ARS922	1313156	264014	1388805	274910	-	21169	21245	>ARS922 ARS922 W303 JRIU01000215.1:21169..21245	ARS922_W303_genomic.fsa	20169	22245	>ARS922 ARS922 W303 JRIU01000215.1:20169..22245 +/- 1kb	ARS922_W303_1kb.fsa
ARS922	1313156	264014	1389000	275329	+	19548	19624	>ARS922 ARS922 X2180-1A JRIX01000147.1:19548..19624	ARS922_X2180-1A_genomic.fsa	18548	20624	>ARS922 ARS922 X2180-1A JRIX01000147.1:18548..20624 +/- 1kb	ARS922_X2180-1A_1kb.fsa
ARS922	1313156	264014	1389124	275334	-	21224	21299	>ARS922 ARS922 Y55 JRIF01000032.1:21224..21299	ARS922_Y55_genomic.fsa	20224	22299	>ARS922 ARS922 Y55 JRIF01000032.1:20224..22299 +/- 1kb	ARS922_Y55_1kb.fsa
ARS923	1313394	264014	1381832	274916	+	214645	214814	>ARS923 ARS923 Sigma1278b JRIQ01000151.1:214645..214814	ARS923_Sigma1278b_genomic.fsa	213645	215814	>ARS923 ARS923 Sigma1278b JRIQ01000151.1:213645..215814 +/- 1kb	ARS923_Sigma1278b_1kb.fsa
ARS923	1313394	264014	1383504	275338	-	71581	71750	>ARS923 ARS923 CEN.PK JRIV01000168.1:71581..71750	ARS923_CEN.PK_genomic.fsa	70581	72750	>ARS923 ARS923 CEN.PK JRIV01000168.1:70581..72750 +/- 1kb	ARS923_CEN.PK_1kb.fsa
ARS923	1313394	264014	1383567	275315	-	70696	70865	>ARS923 ARS923 D273-10B JRIY01000003.1:70696..70865	ARS923_D273-10B_genomic.fsa	69696	71865	>ARS923 ARS923 D273-10B JRIY01000003.1:69696..71865 +/- 1kb	ARS923_D273-10B_1kb.fsa
ARS923	1313394	264014	1384445	274944	+	49048	49217	>ARS923 ARS923 FL100 JRIT01000065.1:49048..49217	ARS923_FL100_genomic.fsa	48048	50217	>ARS923 ARS923 FL100 JRIT01000065.1:48048..50217 +/- 1kb	ARS923_FL100_1kb.fsa
ARS923	1313394	264014	1385059	275321	+	35053	35222	>ARS923 ARS923 JK9-3d JRIZ01000136.1:35053..35222	ARS923_JK9-3d_genomic.fsa	34053	36222	>ARS923 ARS923 JK9-3d JRIZ01000136.1:34053..36222 +/- 1kb	ARS923_JK9-3d_1kb.fsa
ARS923	1313394	264014	1386759	274425	-	71267	71435	>ARS923 ARS923 RM11-1A JRIP01000017.1:71267..71435	ARS923_RM11-1A_genomic.fsa	70267	72435	>ARS923 ARS923 RM11-1A JRIP01000017.1:70267..72435 +/- 1kb	ARS923_RM11-1A_1kb.fsa
ARS923	1313394	264014	1386996	275326	+	34965	35134	>ARS923 ARS923 SEY6210 JRIW01000117.1:34965..35134	ARS923_SEY6210_genomic.fsa	33965	35436	>ARS923 ARS923 SEY6210 JRIW01000117.1:33965..35436 +/- 1kb	ARS923_SEY6210_1kb.fsa
ARS923	1313394	264014	1388679	274910	+	35003	35172	>ARS923 ARS923 W303 JRIU01000035.1:35003..35172	ARS923_W303_genomic.fsa	34003	35501	>ARS923 ARS923 W303 JRIU01000035.1:34003..35501 +/- 1kb	ARS923_W303_1kb.fsa
ARS923	1313394	264014	1388916	275329	+	35036	35205	>ARS923 ARS923 X2180-1A JRIX01000039.1:35036..35205	ARS923_X2180-1A_genomic.fsa	34036	35533	>ARS923 ARS923 X2180-1A JRIX01000039.1:34036..35533 +/- 1kb	ARS923_X2180-1A_1kb.fsa
ARS923	1313394	264014	1389192	275334	-	54170	54339	>ARS923 ARS923 Y55 JRIF01000119.1:54170..54339	ARS923_Y55_genomic.fsa	53170	55339	>ARS923 ARS923 Y55 JRIF01000119.1:53170..55339 +/- 1kb	ARS923_Y55_1kb.fsa
CEN10	1266438	265082	1381812	274916	+	17298	17416	>CEN10 CEN10 Sigma1278b JRIQ01000127.1:17298..17416	CEN10_Sigma1278b_genomic.fsa	16298	18416	>CEN10 CEN10 Sigma1278b JRIQ01000127.1:16298..18416 +/- 1kb	CEN10_Sigma1278b_1kb.fsa
CEN10	1266438	265082	1383445	275338	-	11714	11832	>CEN10 CEN10 CEN.PK JRIV01000089.1:11714..11832	CEN10_CEN.PK_genomic.fsa	10714	12832	>CEN10 CEN10 CEN.PK JRIV01000089.1:10714..12832 +/- 1kb	CEN10_CEN.PK_1kb.fsa
CEN10	1266438	265082	1383568	275315	-	81397	81515	>CEN10 CEN10 D273-10B JRIY01000004.1:81397..81515	CEN10_D273-10B_genomic.fsa	80397	82515	>CEN10 CEN10 D273-10B JRIY01000004.1:80397..82515 +/- 1kb	CEN10_D273-10B_1kb.fsa
CEN10	1266438	265082	1386951	275326	+	17504	17622	>CEN10 CEN10 SEY6210 JRIW01000050.1:17504..17622	CEN10_SEY6210_genomic.fsa	16504	18622	>CEN10 CEN10 SEY6210 JRIW01000050.1:16504..18622 +/- 1kb	CEN10_SEY6210_1kb.fsa
CEN10	1266438	265082	1388710	274910	-	21497	21615	>CEN10 CEN10 W303 JRIU01000075.1:21497..21615	CEN10_W303_genomic.fsa	20497	22615	>CEN10 CEN10 W303 JRIU01000075.1:20497..22615 +/- 1kb	CEN10_W303_1kb.fsa
CEN10	1266438	265082	1389042	275329	+	17510	17628	>CEN10 CEN10 X2180-1A JRIX01000205.1:17510..17628	CEN10_X2180-1A_genomic.fsa	16510	18628	>CEN10 CEN10 X2180-1A JRIX01000205.1:16510..18628 +/- 1kb	CEN10_X2180-1A_1kb.fsa
CEN3	1268116	265082	1381844	274916	-	34569	34685	>CEN3 CEN3 Sigma1278b JRIQ01000166.1:34569..34685	CEN3_Sigma1278b_genomic.fsa	33569	35685	>CEN3 CEN3 Sigma1278b JRIQ01000166.1:33569..35685 +/- 1kb	CEN3_Sigma1278b_1kb.fsa
CEN3	1268116	265082	1383533	275338	+	23655	23771	>CEN3 CEN3 CEN.PK JRIV01000207.1:23655..23771	CEN3_CEN.PK_genomic.fsa	22655	24771	>CEN3 CEN3 CEN.PK JRIV01000207.1:22655..24771 +/- 1kb	CEN3_CEN.PK_1kb.fsa
CEN3	1268116	265082	1383742	275315	-	9669	9785	>CEN3 CEN3 D273-10B JRIY01000232.1:9669..9785	CEN3_D273-10B_genomic.fsa	8669	10785	>CEN3 CEN3 D273-10B JRIY01000232.1:8669..10785 +/- 1kb	CEN3_D273-10B_1kb.fsa
CEN3	1268116	265082	1384444	274944	+	23563	23679	>CEN3 CEN3 FL100 JRIT01000064.1:23563..23679	CEN3_FL100_genomic.fsa	22563	24679	>CEN3 CEN3 FL100 JRIT01000064.1:22563..24679 +/- 1kb	CEN3_FL100_1kb.fsa
CEN3	1268116	265082	1385029	275321	-	34731	34847	>CEN3 CEN3 JK9-3d JRIZ01000100.1:34731..34847	CEN3_JK9-3d_genomic.fsa	33731	35847	>CEN3 CEN3 JK9-3d JRIZ01000100.1:33731..35847 +/- 1kb	CEN3_JK9-3d_1kb.fsa
CEN3	1268116	265082	1386868	274425	+	22022	22138	>CEN3 CEN3 RM11-1A JRIP01000152.1:22022..22138	CEN3_RM11-1A_genomic.fsa	21022	23138	>CEN3 CEN3 RM11-1A JRIP01000152.1:21022..23138 +/- 1kb	CEN3_RM11-1A_1kb.fsa
CEN3	1268116	265082	1387054	275326	-	34310	34426	>CEN3 CEN3 SEY6210 JRIW01000189.1:34310..34426	CEN3_SEY6210_genomic.fsa	33310	35426	>CEN3 CEN3 SEY6210 JRIW01000189.1:33310..35426 +/- 1kb	CEN3_SEY6210_1kb.fsa
CEN3	1268116	265082	1388657	274910	-	34159	34275	>CEN3 CEN3 W303 JRIU01000009.1:34159..34275	CEN3_W303_genomic.fsa	33159	35275	>CEN3 CEN3 W303 JRIU01000009.1:33159..35275 +/- 1kb	CEN3_W303_1kb.fsa
CEN3	1268116	265082	1388917	275329	-	34224	34340	>CEN3 CEN3 X2180-1A JRIX01000040.1:34224..34340	CEN3_X2180-1A_genomic.fsa	33224	35340	>CEN3 CEN3 X2180-1A JRIX01000040.1:33224..35340 +/- 1kb	CEN3_X2180-1A_1kb.fsa
CEN3	1268116	265082	1389267	275334	-	9671	9787	>CEN3 CEN3 Y55 JRIF01000226.1:9671..9787	CEN3_Y55_genomic.fsa	8671	10787	>CEN3 CEN3 Y55 JRIF01000226.1:8671..10787 +/- 1kb	CEN3_Y55_1kb.fsa
CEN4	1269417	265082	1383508	275338	-	23097	23207	>CEN4 CEN4 CEN.PK JRIV01000173.1:23097..23207	CEN4_CEN.PK_genomic.fsa	22097	24207	>CEN4 CEN4 CEN.PK JRIV01000173.1:22097..24207 +/- 1kb	CEN4_CEN.PK_1kb.fsa
CEN4	1269417	265082	1383664	275315	-	23097	23207	>CEN4 CEN4 D273-10B JRIY01000124.1:23097..23207	CEN4_D273-10B_genomic.fsa	22097	24207	>CEN4 CEN4 D273-10B JRIY01000124.1:22097..24207 +/- 1kb	CEN4_D273-10B_1kb.fsa
CEN4	1269417	265082	1384417	274944	+	65198	65308	>CEN4 CEN4 FL100 JRIT01000031.1:65198..65308	CEN4_FL100_genomic.fsa	64198	66308	>CEN4 CEN4 FL100 JRIT01000031.1:64198..66308 +/- 1kb	CEN4_FL100_1kb.fsa
CEN4	1269417	265082	1385043	275321	+	12242	12352	>CEN4 CEN4 JK9-3d JRIZ01000117.1:12242..12352	CEN4_JK9-3d_genomic.fsa	11242	13352	>CEN4 CEN4 JK9-3d JRIZ01000117.1:11242..13352 +/- 1kb	CEN4_JK9-3d_1kb.fsa
CEN4	1269417	265082	1386803	274425	+	64259	64377	>CEN4 CEN4 RM11-1A JRIP01000072.1:64259..64377	CEN4_RM11-1A_genomic.fsa	63259	65377	>CEN4 CEN4 RM11-1A JRIP01000072.1:63259..65377 +/- 1kb	CEN4_RM11-1A_1kb.fsa
CEN4	1269417	265082	1387027	275326	+	12280	12390	>CEN4 CEN4 SEY6210 JRIW01000157.1:12280..12390	CEN4_SEY6210_genomic.fsa	11280	13390	>CEN4 CEN4 SEY6210 JRIW01000157.1:11280..13390 +/- 1kb	CEN4_SEY6210_1kb.fsa
CEN4	1269417	265082	1388681	274910	+	220553	220663	>CEN4 CEN4 W303 JRIU01000037.1:220553..220663	CEN4_W303_genomic.fsa	219553	221663	>CEN4 CEN4 W303 JRIU01000037.1:219553..221663 +/- 1kb	CEN4_W303_1kb.fsa
CEN4	1269417	265082	1388893	275329	+	222235	222345	>CEN4 CEN4 X2180-1A JRIX01000009.1:222235..222345	CEN4_X2180-1A_genomic.fsa	221235	223345	>CEN4 CEN4 X2180-1A JRIX01000009.1:221235..223345 +/- 1kb	CEN4_X2180-1A_1kb.fsa
CEN4	1269417	265082	1389195	275334	-	354	472	>CEN4 CEN4 Y55 JRIF01000125.1:354..472	CEN4_Y55_genomic.fsa	1	1472	>CEN4 CEN4 Y55 JRIF01000125.1:1..1472 +/- 1kb	CEN4_Y55_1kb.fsa
CEN8	1267778	265082	1381849	274916	+	23259	23376	>CEN8 CEN8 Sigma1278b JRIQ01000171.1:23259..23376	CEN8_Sigma1278b_genomic.fsa	22259	24376	>CEN8 CEN8 Sigma1278b JRIQ01000171.1:22259..24376 +/- 1kb	CEN8_Sigma1278b_1kb.fsa
CEN8	1267778	265082	1383493	275338	-	92058	92175	>CEN8 CEN8 CEN.PK JRIV01000156.1:92058..92175	CEN8_CEN.PK_genomic.fsa	91058	93175	>CEN8 CEN8 CEN.PK JRIV01000156.1:91058..93175 +/- 1kb	CEN8_CEN.PK_1kb.fsa
CEN8	1267778	265082	1383723	275315	-	13715	13832	>CEN8 CEN8 D273-10B JRIY01000200.1:13715..13832	CEN8_D273-10B_genomic.fsa	12715	14832	>CEN8 CEN8 D273-10B JRIY01000200.1:12715..14832 +/- 1kb	CEN8_D273-10B_1kb.fsa
CEN8	1267778	265082	1384438	274944	-	13470	13587	>CEN8 CEN8 FL100 JRIT01000057.1:13470..13587	CEN8_FL100_genomic.fsa	12470	14587	>CEN8 CEN8 FL100 JRIT01000057.1:12470..14587 +/- 1kb	CEN8_FL100_1kb.fsa
CEN8	1267778	265082	1385055	275321	+	107848	107965	>CEN8 CEN8 JK9-3d JRIZ01000132.1:107848..107965	CEN8_JK9-3d_genomic.fsa	106848	108965	>CEN8 CEN8 JK9-3d JRIZ01000132.1:106848..108965 +/- 1kb	CEN8_JK9-3d_1kb.fsa
