gene_name or feature_name	feature_name or alias	contig	strain	feature.start	feature.end	
ARS710	ARS710	JRIZ01000179.1	JK9-3d	1637	1396	
ARS710	ARS710	JRIP01000055.1	RM11-1A	88393	88638	
ARS710	ARS710	JRIW01000158.1	SEY6210	47700	47941	
ARS710	ARS710	JRIU01000253.1	W303	47780	48021	
ARS710	ARS710	JRIX01000160.1	X2180-1A	47756	47997	
ARS710	ARS710	JRIF01000146.1	Y55	92475	92716	
ARS712	ARS712	JRIQ01000177.1	Sigma1278b	35371	35639	
ARS712	ARS712	JRIV01000134.1	CEN.PK2-1Ca	84830	85098	
ARS712	ARS712	JRIY01000130.1	D273-10B	66634	66366	
ARS712	ARS712	JRIT01000032.1	FL100	146018	145750	
ARS712	ARS712	JRIZ01000139.1	JK9-3d	35361	35629	
ARS712	ARS712	JRIP01000055.1	RM11-1A	125408	125676	
ARS712	ARS712	JRIW01000158.1	SEY6210	84650	84918	
ARS712	ARS712	JRIU01000253.1	W303	84769	85037	
ARS712	ARS712	JRIX01000160.1	X2180-1A	84927	85195	
ARS712	ARS712	JRIF01000186.1	Y55	81804	81536	
ARS715	ARS715	JRIQ01000179.1	Sigma1278b	96732	96671	
ARS715	ARS715	JRIV01000134.1	CEN.PK2-1Ca	132690	132751	
ARS715	ARS715	JRIY01000130.1	D273-10B	18753	18692	
ARS715	ARS715	JRIT01000032.1	FL100	98136	98075	
ARS715	ARS715	JRIZ01000139.1	JK9-3d	83257	83318	
ARS715	ARS715	JRIP01000069.1	RM11-1A	30636	30575	
ARS715	ARS715	JRIW01000158.1	SEY6210	132604	132665	
ARS715	ARS715	JRIU01000253.1	W303	131930	131991	
ARS715	ARS715	JRIX01000160.1	X2180-1A	132843	132904	
ARS715	ARS715	JRIF01000186.1	Y55	34866	34805	
ARS716	ARS716	JRIQ01000179.1	Sigma1278b	32591	32445	
ARS716	ARS716	JRIV01000052.1	CEN.PK2-1Ca	12184	12038	
ARS716	ARS716	JRIY01000143.1	D273-10B	45529	45675	
ARS716	ARS716	JRIT01000032.1	FL100	34106	33960	
ARS716	ARS716	JRIZ01000047.1	JK9-3d	48763	48617	
ARS716	ARS716	JRIP01000101.1	RM11-1A	33483	33338	
ARS716	ARS716	JRIW01000158.1	SEY6210	196955	197101	
ARS716	ARS716	JRIU01000003.1	W303	32659	32513	
ARS716	ARS716	JRIX01000151.1	X2180-1A	32966	33112	
ARS716	ARS716	JRIF01000112.1	Y55	29532	29677	
ARS717	ARS717	JRIQ01000097.1	Sigma1278b	12887	12655	
ARS717	ARS717	JRIV01000185.1	CEN.PK2-1Ca	12886	12653	
ARS717	ARS717	JRIY01000224.1	D273-10B	2146	2379	
ARS717	ARS717	JRIT01000211.1	FL100	12899	12666	
ARS717	ARS717	JRIZ01000047.1	JK9-3d	12865	12632	
ARS717	ARS717	JRIP01000156.1	RM11-1A	13257	13025	
ARS717	ARS717	JRIW01000032.1	SEY6210	12891	12658	
ARS717	ARS717	JRIU01000178.1	W303	12883	12650	
ARS717	ARS717	JRIX01000189.1	X2180-1A	12879	12646	
ARS717	ARS717	JRIF01000112.1	Y55	65929	66161	
ARS718	ARS718	JRIQ01000005.1	Sigma1278b	262368	262259	
ARS718	ARS718	JRIV01000085.1	CEN.PK2-1Ca	114901	114793	
ARS718	ARS718	JRIY01000108.1	D273-10B	15661	15769	
ARS718	ARS718	JRIT01000042.1	FL100	114062	113954	
ARS718	ARS718	JRIZ01000230.1	JK9-3d	1925	1817	
ARS718	ARS718	JRIP01000029.1	RM11-1A	15750	15858	
ARS718	ARS718	JRIW01000038.1	SEY6210	15661	15769	
ARS718	ARS718	JRIU01000137.1	W303	108959	108851	
ARS718	ARS718	JRIX01000082.1	X2180-1A	114977	114869	
ARS718	ARS718	JRIF01000175.1	Y55	9153	9262	
ARS719	ARS719	JRIQ01000005.1	Sigma1278b	198521	198294	
ARS719	ARS719	JRIV01000085.1	CEN.PK2-1Ca	51160	50933	
ARS719	ARS719	JRIY01000108.1	D273-10B	79229	79456	
ARS719	ARS719	JRIT01000042.1	FL100	50441	50214	
ARS719	ARS719	JRIZ01000191.1	JK9-3d	50616	50389	
ARS719	ARS719	JRIP01000029.1	RM11-1A	79366	79593	
ARS719	ARS719	JRIW01000038.1	SEY6210	79609	79836	
ARS719	ARS719	JRIU01000137.1	W303	45140	44913	
ARS719	ARS719	JRIX01000082.1	X2180-1A	51043	50816	
ARS719	ARS719	JRIF01000025.1	Y55	53552	53779	
ARS720	ARS720	JRIQ01000005.1	Sigma1278b	174720	174472	
ARS720	ARS720	JRIV01000085.1	CEN.PK2-1Ca	27362	27114	
ARS720	ARS720	JRIY01000108.1	D273-10B	103025	103273	
ARS720	ARS720	JRIT01000042.1	FL100	26643	26395	
ARS720	ARS720	JRIZ01000191.1	JK9-3d	26816	26568	
ARS720	ARS720	JRIP01000029.1	RM11-1A	103159	103407	
ARS720	ARS720	JRIW01000038.1	SEY6210	103409	103657	
ARS720	ARS720	JRIU01000137.1	W303	21340	21092	
ARS720	ARS720	JRIX01000082.1	X2180-1A	27243	26995	
ARS720	ARS720	JRIF01000025.1	Y55	77353	77601	
ARS721	ARS721	JRIQ01000005.1	Sigma1278b	126747	126501	
ARS721	ARS721	JRIY01000135.1	D273-10B	21072	21319	
ARS721	ARS721	JRIT01000084.1	FL100	21065	21312	
ARS721	ARS721	JRIP01000057.1	RM11-1A	858	1101	
ARS721	ARS721	JRIW01000052.1	SEY6210	20983	21229	
ARS721	ARS721	JRIF01000025.1	Y55	125646	125892	
ARS722	ARS722	JRIX01000191.1	X2180-1A	113	406	
ARS723	ARS723	JRIQ01000005.1	Sigma1278b	125719	124857	
ARS723	ARS723	JRIV01000064.1	CEN.PK2-1Ca	1044	1906	
ARS723	ARS723	JRIY01000147.1	D273-10B	822	1684	
ARS723	ARS723	JRIT01000140.1	FL100	820	1682	
ARS723	ARS723	JRIZ01000012.1	JK9-3d	820	1682	
ARS723	ARS723	JRIP01000057.1	RM11-1A	1883	2745	
ARS723	ARS723	JRIW01000052.1	SEY6210	22011	22871	
ARS723	ARS723	JRIU01000176.1	W303	820	1682	
ARS723	ARS723	JRIX01000191.1	X2180-1A	975	1837	
ARS723	ARS723	JRIF01000025.1	Y55	126674	127536	
ARS724	ARS724	JRIQ01000005.1	Sigma1278b	119767	118990	
ARS724	ARS724	JRIV01000064.1	CEN.PK2-1Ca	6996	7773	
ARS724	ARS724	JRIY01000147.1	D273-10B	6774	7551	
ARS724	ARS724	JRIT01000140.1	FL100	6772	7549	
ARS724	ARS724	JRIZ01000012.1	JK9-3d	6772	7549	
ARS724	ARS724	JRIP01000057.1	RM11-1A	7835	8612	
ARS724	ARS724	JRIW01000052.1	SEY6210	27961	28739	
ARS724	ARS724	JRIU01000176.1	W303	6772	7549	
ARS724	ARS724	JRIX01000191.1	X2180-1A	6927	7704	
ARS724	ARS724	JRIF01000025.1	Y55	132626	133403	
ARS727	ARS727	JRIQ01000005.1	Sigma1278b	41330	41235	
ARS727	ARS727	JRIV01000064.1	CEN.PK2-1Ca	85453	85548	
ARS727	ARS727	JRIY01000147.1	D273-10B	85423	85518	
ARS727	ARS727	JRIT01000140.1	FL100	85290	85385	
ARS727	ARS727	JRIZ01000012.1	JK9-3d	85308	85403	
ARS727	ARS727	JRIP01000057.1	RM11-1A	86275	86370	
ARS727	ARS727	JRIW01000052.1	SEY6210	106575	106670	
ARS727	ARS727	JRIU01000176.1	W303	85221	85316	
ARS727	ARS727	JRIX01000191.1	X2180-1A	85350	85445	
ARS727	ARS727	JRIF01000025.1	Y55	211124	211219	
ARS728	ARS728	JRIQ01000327.1	Sigma1278b	12120	12055	
ARS728	ARS728	JRIV01000038.1	CEN.PK2-1Ca	7817	7882	
ARS728	ARS728	JRIY01000147.1	D273-10B	135436	135501	
ARS728	ARS728	JRIT01000089.1	FL100	25051	24986	
ARS728	ARS728	JRIZ01000350.1	JK9-3d	12120	12055	
ARS728	ARS728	JRIP01000057.1	RM11-1A	136283	136348	
ARS728	ARS728	JRIW01000088.1	SEY6210	49346	49281	
ARS728	ARS728	JRIU01000187.1	W303	9307	9371	
ARS728	ARS728	JRIX01000153.1	X2180-1A	20324	20259	
ARS728	ARS728	JRIF01000148.1	Y55	19773	19708	
ARS729	ARS729	JRIQ01000087.1	Sigma1278b	3332	3580	
ARS729	ARS729	JRIV01000163.1	CEN.PK2-1Ca	14144	14392	
ARS729	ARS729	JRIY01000097.1	D273-10B	89164	88916	
ARS729	ARS729	JRIT01000044.1	FL100	33571	33322	
ARS729	ARS729	JRIZ01000128.1	JK9-3d	14144	14392	
ARS729	ARS729	JRIP01000163.1	RM11-1A	140409	140161	
ARS729	ARS729	JRIW01000145.1	SEY6210	33491	33243	
ARS729	ARS729	JRIU01000199.1	W303	14071	14319	
ARS729	ARS729	JRIX01000216.1	X2180-1A	33489	33241	
ARS729	ARS729	JRIF01000016.1	Y55	16462	16214	
ARS731	ARS731	JRIQ01000087.1	Sigma1278b	48083	48326	
ARS731	ARS731	JRIV01000203.1	CEN.PK2-1Ca	48361	48118	
ARS731	ARS731	JRIY01000097.1	D273-10B	44416	44173	
ARS731	ARS731	JRIT01000021.1	FL100	44086	43843	
ARS731	ARS731	JRIZ01000096.1	JK9-3d	11222	11465	
ARS731	ARS731	JRIP01000163.1	RM11-1A	95737	95494	
ARS731	ARS731	JRIW01000012.1	SEY6210	48316	48073	
ARS731	ARS731	JRIU01000199.1	W303	59050	59293	
ARS731	ARS731	JRIX01000045.1	X2180-1A	11222	11465	
ARS731	ARS731	JRIF01000156.1	Y55	11240	10997	
ARS733	ARS733	JRIQ01000172.1	Sigma1278b	93927	94175	
ARS733	ARS733	JRIV01000058.1	CEN.PK2-1Ca	46284	46532	
ARS733	ARS733	JRIY01000189.1	D273-10B	24433	24185	
ARS733	ARS733	JRIT01000169.1	FL100	24463	24218	
ARS733	ARS733	JRIZ01000137.1	JK9-3d	24431	24186	
ARS733	ARS733	JRIP01000173.1	RM11-1A	45752	46000	
ARS733	ARS733	JRIW01000011.1	SEY6210	46226	46474	
ARS733	ARS733	JRIU01000131.1	W303	24435	24187	
ARS733	ARS733	JRIX01000087.1	X2180-1A	46226	46474	
ARS733	ARS733	JRIF01000082.1	Y55	93958	94206	
ARS734	ARS734	JRIQ01000172.1	Sigma1278b	115654	115774	
ARS734	ARS734	JRIV01000058.1	CEN.PK2-1Ca	68011	68131	
ARS734	ARS734	JRIY01000189.1	D273-10B	2697	2577	
ARS734	ARS734	JRIT01000169.1	FL100	2697	2577	
ARS734	ARS734	JRIZ01000137.1	JK9-3d	2697	2577	
ARS734	ARS734	JRIP01000173.1	RM11-1A	67498	67618	
ARS734	ARS734	JRIW01000011.1	SEY6210	67954	68074	
ARS734	ARS734	JRIU01000131.1	W303	2697	2577	
ARS734	ARS734	JRIX01000087.1	X2180-1A	67953	68073	
ARS734	ARS734	JRIF01000082.1	Y55	115731	115851	
ARS735	ARS735	JRIQ01000131.1	Sigma1278b	1314	1597	
ARS735	ARS735	JRIV01000120.1	CEN.PK2-1Ca	41542	41259	
ARS735	ARS735	JRIY01000205.1	D273-10B	74750	74467	
ARS735	ARS735	JRIT01000011.1	FL100	74660	74377	
ARS735	ARS735	JRIZ01000113.1	JK9-3d	74568	74285	
ARS735	ARS735	JRIP01000043.1	RM11-1A	1314	1597	
ARS735	ARS735	JRIW01000073.1	SEY6210	41554	41271	
ARS735	ARS735	JRIU01000055.1	W303	1314	1597	
ARS735	ARS735	JRIX01000124.1	X2180-1A	74634	74351	
ARS735	ARS735	JRIF01000034.1	Y55	1314	1597	
ARS737	ARS737	JRIQ01000172.1	Sigma1278b	4636	4714	
ARS737	ARS737	JRIV01000190.1	CEN.PK2-1Ca	42803	42723	
ARS737	ARS737	JRIY01000154.1	D273-10B	4636	4714	
ARS737	ARS737	JRIT01000075.1	FL100	4911	4991	
ARS737	ARS737	JRIZ01000108.1	JK9-3d	4855	4935	
ARS737	ARS737	JRIP01000163.1	RM11-1A	42935	42857	
ARS737	ARS737	JRIW01000017.1	SEY6210	4970	5050	
ARS737	ARS737	JRIU01000047.1	W303	4911	4991	
ARS737	ARS737	JRIX01000175.1	X2180-1A	4636	4716	
ARS802	ARS802	JRIQ01000062.1	Sigma1278b	1487	1552	
ARS802	ARS802	JRIZ01000111.1	JK9-3d	4270	4205	
ARS802	ARS802	JRIW01000179.1	SEY6210	4436	4371	
ARS802	ARS802	JRIU01000252.1	W303	102069	102004	
ARS802	ARS802	JRIX01000091.1	X2180-1A	931	996	
ARS805	ARS805	JRIQ01000171.1	Sigma1278b	58320	58245	
ARS805	ARS805	JRIV01000156.1	CEN.PK2-1Ca	56687	56762	
ARS805	ARS805	JRIY01000183.1	D273-10B	52551	52626	
ARS805	ARS805	JRIT01000058.1	FL100	21006	20931	
ARS805	ARS805	JRIZ01000184.1	JK9-3d	21034	20959	
ARS805	ARS805	JRIP01000164.1	RM11-1A	29040	29116	
ARS805	ARS805	JRIW01000003.1	SEY6210	52620	52695	
ARS805	ARS805	JRIU01000252.1	W303	45772	45697	
ARS805	ARS805	JRIX01000023.1	X2180-1A	51904	51979	
ARS805	ARS805	JRIF01000124.1	Y55	29049	29124	
ARS806	ARS806	JRIQ01000171.1	Sigma1278b	12793	12550	
ARS806	ARS806	JRIV01000156.1	CEN.PK2-1Ca	102640	102883	
ARS806	ARS806	JRIY01000200.1	D273-10B	24308	24550	
ARS806	ARS806	JRIT01000057.1	FL100	24063	24305	
ARS806	ARS806	JRIZ01000132.1	JK9-3d	97372	97130	
ARS806	ARS806	JRIP01000164.1	RM11-1A	74289	74531	
ARS806	ARS806	JRIW01000120.1	SEY6210	280	38	
ARS806	ARS806	JRIU01000252.1	W303	280	38	
ARS806	ARS806	JRIX01000080.1	X2180-1A	17419	17177	
ARS806	ARS806	JRIF01000057.1	Y55	24073	24315	
ARS807	ARS807	JRIQ01000015.1	Sigma1278b	4332	4433	
ARS807	ARS807	JRIV01000090.1	CEN.PK2-1Ca	12847	12746	
ARS807	ARS807	JRIY01000200.1	D273-10B	41574	41675	
ARS807	ARS807	JRIT01000191.1	FL100	16720	16821	
ARS807	ARS807	JRIZ01000132.1	JK9-3d	80340	80239	
ARS807	ARS807	JRIP01000080.1	RM11-1A	16659	16760	
ARS807	ARS807	JRIW01000045.1	SEY6210	16727	16828	
ARS807	ARS807	JRIU01000240.1	W303	385	486	
ARS807	ARS807	JRIX01000080.1	X2180-1A	320	219	
ARS809	ARS809	JRIQ01000139.1	Sigma1278b	34240	34414	
ARS809	ARS809	JRIV01000027.1	CEN.PK2-1Ca	281717	281543	
ARS809	ARS809	JRIY01000200.1	D273-10B	76673	76847	
ARS809	ARS809	JRIT01000178.1	FL100	34179	34353	
ARS809	ARS809	JRIZ01000132.1	JK9-3d	45229	45055	
ARS809	ARS809	JRIP01000028.1	RM11-1A	43373	43199	
ARS809	ARS809	JRIW01000045.1	SEY6210	51641	51815	
ARS809	ARS809	JRIU01000240.1	W303	35513	35687	
ARS809	ARS809	JRIX01000098.1	X2180-1A	21917	22091	
ARS809	ARS809	JRIF01000085.1	Y55	44986	44812	
ARS810	ARS810	JRIV01000027.1	CEN.PK2-1Ca	238268	237803	
ARS810	ARS810	JRIY01000200.1	D273-10B	120474	120939	
ARS810	ARS810	JRIT01000213.1	FL100	19498	19963	
ARS810	ARS810	JRIZ01000132.1	JK9-3d	1534	1069	
ARS810	ARS810	JRIW01000045.1	SEY6210	95239	95704	
ARS810	ARS810	JRIU01000320.1	W303	1525	1060	
ARS810	ARS810	JRIX01000346.1	X2180-1A	1534	1069	
ARS811	ARS811	JRIY01000320.1	D273-10B	15002	14537	
ARS811	ARS811	JRIT01000129.1	FL100	237457	236992	
ARS811	ARS811	JRIZ01000085.1	JK9-3d	237650	237185	
ARS811	ARS811	JRIW01000286.1	SEY6210	445	910	
ARS811	ARS811	JRIU01000319.1	W303	15002	14537	
ARS811	ARS811	JRIX01000337.1	X2180-1A	15002	14537	
ARS813	ARS813	JRIQ01000152.1	Sigma1278b	143422	143348	
ARS813	ARS813	JRIV01000027.1	CEN.PK2-1Ca	206967	206893	
ARS813	ARS813	JRIY01000087.1	D273-10B	143216	143142	
ARS813	ARS813	JRIT01000129.1	FL100	206981	206907	
ARS813	ARS813	JRIZ01000085.1	JK9-3d	206783	206709	
ARS813	ARS813	JRIP01000106.1	RM11-1A	15433	15507	
ARS813	ARS813	JRIW01000065.1	SEY6210	206693	206619	
ARS813	ARS813	JRIU01000228.1	W303	15835	15909	
ARS813	ARS813	JRIX01000037.1	X2180-1A	143502	143428	
ARS813	ARS813	JRIF01000077.1	Y55	113038	112964	
ARS814	ARS814	JRIQ01000152.1	Sigma1278b	102427	102069	
ARS814	ARS814	JRIV01000027.1	CEN.PK2-1Ca	165970	165612	
ARS814	ARS814	JRIY01000087.1	D273-10B	102219	101861	
ARS814	ARS814	JRIT01000129.1	FL100	165984	165626	
ARS814	ARS814	JRIZ01000085.1	JK9-3d	165786	165428	
ARS814	ARS814	JRIP01000106.1	RM11-1A	56429	56787	
ARS814	ARS814	JRIW01000065.1	SEY6210	165696	165338	
ARS814	ARS814	JRIU01000228.1	W303	56832	57190	
ARS814	ARS814	JRIX01000037.1	X2180-1A	102505	102147	
ARS814	ARS814	JRIF01000077.1	Y55	72038	71677	
ARS815	ARS815	JRIQ01000152.1	Sigma1278b	92021	91902	
ARS815	ARS815	JRIV01000027.1	CEN.PK2-1Ca	155763	155644	
ARS815	ARS815	JRIY01000087.1	D273-10B	91936	91817	
ARS815	ARS815	JRIT01000129.1	FL100	155761	155642	
ARS815	ARS815	JRIZ01000085.1	JK9-3d	155481	155362	
ARS815	ARS815	JRIP01000106.1	RM11-1A	66790	66909	
ARS815	ARS815	JRIW01000065.1	SEY6210	155362	155243	
ARS815	ARS815	JRIU01000018.1	W303	92027	91908	
ARS815	ARS815	JRIX01000037.1	X2180-1A	92032	91913	
ARS815	ARS815	JRIF01000077.1	Y55	61769	61650	
ARS818	ARS818	JRIQ01000104.1	Sigma1278b	60373	60158	
ARS818	ARS818	JRIV01000027.1	CEN.PK2-1Ca	60373	60158	
ARS818	ARS818	JRIY01000140.1	D273-10B	60394	60179	
ARS818	ARS818	JRIT01000129.1	FL100	60390	60175	
ARS818	ARS818	JRIZ01000085.1	JK9-3d	60373	60158	
ARS818	ARS818	JRIP01000104.1	RM11-1A	2955	3170	
ARS818	ARS818	JRIW01000065.1	SEY6210	60373	60158	
ARS818	ARS818	JRIU01000033.1	W303	2708	2923	
ARS818	ARS818	JRIX01000228.1	X2180-1A	2708	2923	
ARS818	ARS818	JRIF01000052.1	Y55	60378	60163	
ARS820	ARS820	JRIQ01000104.1	Sigma1278b	4839	4758	
ARS820	ARS820	JRIV01000027.1	CEN.PK2-1Ca	4839	4758	
ARS820	ARS820	JRIY01000140.1	D273-10B	4839	4758	
ARS820	ARS820	JRIT01000129.1	FL100	4840	4758	
ARS820	ARS820	JRIZ01000085.1	JK9-3d	4839	4758	
ARS820	ARS820	JRIP01000104.1	RM11-1A	58492	58573	
ARS820	ARS820	JRIW01000065.1	SEY6210	4839	4758	
ARS820	ARS820	JRIU01000033.1	W303	58242	58323	
ARS820	ARS820	JRIX01000228.1	X2180-1A	58242	58323	
ARS820	ARS820	JRIF01000052.1	Y55	4839	4758	
ARS822	ARS822	JRIQ01000035.1	Sigma1278b	3455	3215	
ARS822	ARS822	JRIV01000102.1	CEN.PK2-1Ca	35913	36153	
ARS822	ARS822	JRIY01000152.1	D273-10B	3455	3215	
ARS822	ARS822	JRIT01000148.1	FL100	3455	3215	
ARS822	ARS822	JRIZ01000082.1	JK9-3d	35897	36137	
ARS822	ARS822	JRIP01000084.1	RM11-1A	3455	3215	
ARS822	ARS822	JRIW01000200.1	SEY6210	35907	36147	
ARS822	ARS822	JRIU01000221.1	W303	35937	36177	
ARS822	ARS822	JRIX01000093.1	X2180-1A	35857	36097	
ARS822	ARS822	JRIF01000042.1	Y55	25833	26073	
ARS901	ARS901	JRIQ01000151.1	Sigma1278b	183565	183695	
ARS901	ARS901	JRIV01000168.1	CEN.PK2-1Ca	102878	102748	
ARS901	ARS901	JRIY01000003.1	D273-10B	101836	101706	
ARS901	ARS901	JRIT01000065.1	FL100	18100	18230	
ARS901	ARS901	JRIZ01000136.1	JK9-3d	3917	4047	
ARS901	ARS901	JRIP01000017.1	RM11-1A	102449	102319	
ARS901	ARS901	JRIW01000117.1	SEY6210	3917	4047	
ARS901	ARS901	JRIU01000035.1	W303	3917	4047	
ARS901	ARS901	JRIX01000039.1	X2180-1A	3917	4047	
ARS901	ARS901	JRIF01000119.1	Y55	85396	85266	
ARS904	ARS904	JRIV01000177.1	CEN.PK2-1Ca	594	1	
ARS907	ARS907	JRIQ01000151.1	Sigma1278b	48640	48808	
ARS907	ARS907	JRIV01000044.1	CEN.PK2-1Ca	131001	130833	
ARS907	ARS907	JRIY01000003.1	D273-10B	237221	237050	
ARS907	ARS907	JRIT01000111.1	FL100	49214	49385	
ARS907	ARS907	JRIZ01000180.1	JK9-3d	48592	48763	
ARS907	ARS907	JRIP01000017.1	RM11-1A	237003	236832	
ARS907	ARS907	JRIW01000053.1	SEY6210	46507	46678	
ARS907	ARS907	JRIU01000191.1	W303	122759	122588	
ARS907	ARS907	JRIX01000142.1	X2180-1A	50159	50330	
ARS907	ARS907	JRIF01000075.1	Y55	36063	36234	
ARS909	ARS909	JRIQ01000151.1	Sigma1278b	80757	80940	
ARS909	ARS909	JRIV01000044.1	CEN.PK2-1Ca	98944	98761	
ARS909	ARS909	JRIY01000003.1	D273-10B	204905	204722	
ARS909	ARS909	JRIT01000111.1	FL100	81389	81572	
ARS909	ARS909	JRIZ01000180.1	JK9-3d	80647	80830	
ARS909	ARS909	JRIP01000017.1	RM11-1A	205006	204823	
ARS909	ARS909	JRIW01000053.1	SEY6210	78873	79056	
ARS909	ARS909	JRIU01000191.1	W303	90724	90541	
ARS909	ARS909	JRIX01000142.1	X2180-1A	82398	82581	
ARS909	ARS909	JRIF01000075.1	Y55	68235	68418	
ARS910	ARS910	JRIQ01000151.1	Sigma1278b	88124	88693	
ARS910	ARS910	JRIV01000044.1	CEN.PK2-1Ca	91577	91008	
ARS910	ARS910	JRIY01000003.1	D273-10B	197538	196969	
ARS910	ARS910	JRIT01000111.1	FL100	88756	89325	
ARS910	ARS910	JRIZ01000180.1	JK9-3d	88014	88583	
ARS910	ARS910	JRIP01000017.1	RM11-1A	197639	197070	
ARS910	ARS910	JRIW01000053.1	SEY6210	86240	86809	
ARS910	ARS910	JRIU01000191.1	W303	83357	82788	
ARS910	ARS910	JRIX01000142.1	X2180-1A	89765	90334	
ARS910	ARS910	JRIF01000075.1	Y55	75602	76171	
ARS911	ARS911	JRIQ01000151.1	Sigma1278b	110981	111221	
ARS911	ARS911	JRIV01000044.1	CEN.PK2-1Ca	68726	68486	
ARS911	ARS911	JRIY01000003.1	D273-10B	174694	174458	
ARS911	ARS911	JRIT01000111.1	FL100	111600	111836	
ARS911	ARS911	JRIZ01000180.1	JK9-3d	110858	111094	
ARS911	ARS911	JRIP01000017.1	RM11-1A	174788	174552	
ARS911	ARS911	JRIW01000053.1	SEY6210	109101	109341	
ARS911	ARS911	JRIU01000191.1	W303	60496	60256	
ARS911	ARS911	JRIX01000142.1	X2180-1A	112626	112866	
ARS911	ARS911	JRIF01000075.1	Y55	98449	98689	
ARS912	ARS912	JRIQ01000151.1	Sigma1278b	149725	150045	
ARS912	ARS912	JRIV01000044.1	CEN.PK2-1Ca	29832	29512	
ARS912	ARS912	JRIT01000111.1	FL100	150632	150952	
ARS912	ARS912	JRIP01000017.1	RM11-1A	135991	135672	
ARS912	ARS912	JRIW01000053.1	SEY6210	148036	148356	
ARS912	ARS912	JRIX01000142.1	X2180-1A	151466	151786	
ARS912	ARS912	JRIF01000075.1	Y55	137408	137727	
ARS914	ARS914	JRIQ01000151.1	Sigma1278b	216575	216630	
ARS914	ARS914	JRIV01000168.1	CEN.PK2-1Ca	70136	70081	
ARS914	ARS914	JRIY01000003.1	D273-10B	69251	69196	
ARS914	ARS914	JRIT01000065.1	FL100	50939	50994	
ARS914	ARS914	JRIZ01000136.1	JK9-3d	36896	36951	
ARS914	ARS914	JRIP01000017.1	RM11-1A	69822	69767	
ARS914	ARS914	JRIW01000036.1	SEY6210	1200	1255	
ARS914	ARS914	JRIU01000070.1	W303	1200	1255	
ARS914	ARS914	JRIX01000125.1	X2180-1A	52685	52630	
ARS914	ARS914	JRIF01000119.1	Y55	52725	52670	
ARS915	ARS915	JRIQ01000151.1	Sigma1278b	217266	217720	
ARS915	ARS915	JRIV01000168.1	CEN.PK2-1Ca	69445	68991	
ARS915	ARS915	JRIY01000003.1	D273-10B	68560	68106	
ARS915	ARS915	JRIT01000065.1	FL100	51630	52084	
ARS915	ARS915	JRIZ01000136.1	JK9-3d	37587	38041	
ARS915	ARS915	JRIP01000017.1	RM11-1A	69131	68677	
ARS915	ARS915	JRIW01000036.1	SEY6210	1891	2345	
ARS915	ARS915	JRIU01000070.1	W303	1891	2345	
ARS915	ARS915	JRIX01000125.1	X2180-1A	51994	51540	
ARS915	ARS915	JRIF01000119.1	Y55	52034	51580	
ARS918	ARS918	JRIQ01000151.1	Sigma1278b	281679	281852	
ARS918	ARS918	JRIV01000168.1	CEN.PK2-1Ca	3979	3805	
ARS918	ARS918	JRIY01000003.1	D273-10B	3978	3804	
ARS918	ARS918	JRIT01000040.1	FL100	3978	3805	
ARS918	ARS918	JRIZ01000073.1	JK9-3d	3978	3805	
ARS918	ARS918	JRIP01000017.1	RM11-1A	3978	3804	
ARS918	ARS918	JRIW01000036.1	SEY6210	67117	67291	
ARS918	ARS918	JRIU01000070.1	W303	67088	67262	
ARS918	ARS918	JRIX01000176.1	X2180-1A	3978	3804	
ARS918	ARS918	JRIF01000014.1	Y55	14828	15002	
ARS919	ARS919	JRIQ01000124.1	Sigma1278b	88901	88832	
ARS919	ARS919	JRIV01000131.1	CEN.PK2-1Ca	17488	17557	
ARS919	ARS919	JRIY01000023.1	D273-10B	24803	24872	
ARS919	ARS919	JRIT01000095.1	FL100	24704	24773	
ARS919	ARS919	JRIZ01000186.1	JK9-3d	17311	17380	
ARS919	ARS919	JRIP01000151.1	RM11-1A	16100	16169	
ARS919	ARS919	JRIW01000207.1	SEY6210	49038	48969	
ARS919	ARS919	JRIU01000052.1	W303	16932	17001	
ARS919	ARS919	JRIX01000104.1	X2180-1A	17507	17576	
ARS919	ARS919	JRIF01000193.1	Y55	48785	48716	
ARS920	ARS920	JRIQ01000124.1	Sigma1278b	73704	73468	
ARS920	ARS920	JRIV01000131.1	CEN.PK2-1Ca	32672	32908	
ARS920	ARS920	JRIY01000023.1	D273-10B	39987	40223	
ARS920	ARS920	JRIT01000095.1	FL100	39901	40137	
ARS920	ARS920	JRIZ01000186.1	JK9-3d	32508	32744	
ARS920	ARS920	JRIP01000151.1	RM11-1A	31294	31530	
ARS920	ARS920	JRIW01000207.1	SEY6210	33854	33618	
ARS920	ARS920	JRIU01000052.1	W303	32116	32352	
ARS920	ARS920	JRIX01000104.1	X2180-1A	32691	32927	
ARS920	ARS920	JRIF01000193.1	Y55	33531	33295	
ARS921	ARS921	JRIQ01000124.1	Sigma1278b	67940	67639	
ARS921	ARS921	JRIV01000131.1	CEN.PK2-1Ca	38436	38733	
ARS921	ARS921	JRIY01000023.1	D273-10B	45751	46048	
ARS921	ARS921	JRIT01000095.1	FL100	45665	45966	
ARS921	ARS921	JRIZ01000186.1	JK9-3d	38272	38573	
ARS921	ARS921	JRIP01000151.1	RM11-1A	36974	37268	
ARS921	ARS921	JRIW01000207.1	SEY6210	28090	27793	
ARS921	ARS921	JRIU01000052.1	W303	37880	38177	
